chapter	content
1	1. Bildung von Freiwilligenverbänden und Demonstrationen gegen die Sowjetunion in verschiedenen europäischen Ländern, Dänemark / Reichskommissariat Norwegen / Reichskommissariat Niederlande / Madrid, Spanien / Bordeaux, Frankreich / Verona, Italien / Bukarest, Rumänien / Bratislava, Slowakei / Budapest, Ungarn, 1941 Menschenschlange vor einem Quartier der „Dänischen Nationalsozialistischen Arbeiterpartei“ (Danmarks Nationalsocialistiske Arbejderparti DNSAP); Schild zur Rekrutierung für das „Regiment Nordland“. Rekrutierungsbüro mit Hakenkreuzflaggen in Norwegen. Freiwilligenaufmarsch in Holland durch Männer in SS-Uniformen. Antikommunistische Demonstration in Madrid: Menschenmasse mit Transparenten. Verabschiedung der „Blauen Division“ auf dem Bahnhof in Bordeaux: Soldaten in der Halle im Gespräch; Abfahrt des Personenzuges zur Ostfront; winkende Soldaten an den Zugfenstern. Menschenmasse von angetretenen italienischen Soldaten auf einem Kasernengelände in Verona. Lange Reihen von Fahrzeugen und Geschützen. Mussolini besichtigt die italienischen Hilfstruppen und verabschiedet sie. Mussolini schreitet salutierend die angetretenen Truppen ab und nimmt von einem Podest aus die Parade der motorisierten Verbände ab, darunter Pkw, Motorräder und Mannschaftswagen. Zuschauer jubeln ihnen mit Fähnchen zu. Faschistische Demonstrationen gegen die Sowjetunion vor der Deutschen Botschaft in Bukarest: Menschenmassen mit der italienischen- und der Hakenkreuzfahne. Rumänische Truppen marschieren durch die Stadt und werden von der Bevölkerung verabschiedet. Vorbeimarsch slowakischer Truppen vor Staatspräsident Jozef Tiso in Bratislava (im Hintergrund deutsche Offiziere). Vorbeiziehende Halbkettenfahrzeuge u.a. mit einer Flugabwehrkanone (8,8 cm Flak) und Mannschaftswagen. Marschierende Truppen in Budapest; Frauen jubeln ihnen zu.
2	2. Vormarsch deutscher Truppen an der finnisch-sowjetischen Grenze um Salla, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick über deutschen Vormarsch im finnisch-russischen Grenzgebiet um Salla. Fahrt eines Busses durch unwegsames Gelände, deutsche Soldaten schieben an. Bau von Knüppeldämmen durch eine Waldung für die schweren Fahrzeuge: Arbeiter beim Tragen und Sägen von Baumstämmen. Ein Lkw wird über den Knüppeldamm geschoben. Panzer II beim Durchfahren eines Bachlaufes. Offiziere bei einer Lagebesprechung anhand von Karten. Das „Nachrichtenblatt für die deutschen Soldaten am Eismeer“ wird an vorbeiziehende Soldaten aus einem Pkw heraus verteilt.
3	3. Luftkampf deutscher und sowjetischer Kampfflugzeuge im finnisch-sowjetischen Grenzgebiet bei Salla, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Schilderbaum: „Kemijärven kko 137,2/Rovaniemi 183,9/Salla 142,2/Posion kko 52,8/Kantojoki 25,4/Sojdinkumou 17,7“. Soldat sieht durch Feldstecher; sowjetische Flugzeuge am Himmel. Alarm durch eine Handsirene, deutsche Soldaten gehen in einem Graben in Deckung. Detonationen auf dem Feldflugplatz. 8,8 cm Flak wird in den Himmel abgefeuert. Rauchkegel über dem Flugplatz. Rauchender Sprengtrichter in einem Waldstück; Hinweis des Sprechers auf abgeschossenes sowjetisches Flugzeug. Deutsche Jagdflugzeuge (Messerschmitt Bayrische Flugzeugwerke Bf 109) fliegen gegen die sowjetischen Bomber (Tupolew SB-2). Beschuss der Bomber mit Bordwaffen. Aufgeschlagenes brennendes Flugzeugwrack am Boden, schwarzer Rauchkegel.
4	4. Deutsche Panzervorausabteilung bei der Einnahme einer befestigten Stellung vor Salla am 08.07.1941, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Brennende Wälder. Soldaten machen die Waldwege mit Knüppeln für die Panzer passierbar. Panzer II, III und Infanterie bei der Einnahme des befestigten Platzes.
5	5. Deutsche Luftangriffe auf sowjetische Feldstellungen um Salla, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Lagebesprechung auf einem Feldflugplatz mit Generaloberst Hans-Jürgen Stumpff um einen Kartentisch herum: darunter deutsche Offiziere und ein finnischer Offizier. Sturzkampfflugzeuge (Stuka Junkers Ju 87) werden zum Flug vorbereitet. Bomben werden eingehängt. Vor dem Start wird der Flugplatz von Rentieren freigemacht. Start. Schattenwurf eines Stuka. Formationsflug über teilweise schneebedeckte Berglandschaft. Bombeneinschläge in sowjetischen Feldstellungen vor Salla. Rauchkegel. Abkippende Stuka. Landstraße mit Fahrzeugkolonne. Detonationen und brennende Wälder in der Tiefe.
6	6. Deutsche Luftangriffe auf sowjetische Marineeinheiten im Weißen Meer, Sowjetunion, 1941 Startvorbereitungen des Jagdgeschwaders 2 „Richthofen“ auf einem Feldflugplatz im Norden: Jagdflugzeuge (Bf 109) werden durch Kurbeln in Gang gesetzt; rotierender Propeller; Pilot in der Kanzel beim Überziehen der Sauerstoffmaske. Start und Flug eines Jagdflugzeuges. Tiefflug mit Angriff auf sowjetische Marineeinheiten im Weißen Meer. Beschuss eines sowjetischen Vorpostenboots mit Bordwaffen; brennendes Boot. Das versinkende Schiff im Meer. Angriff mit Dauerfeuer auf ein weiteres Schiff.
7	7. Rumänische und deutsche Truppen beim Vormarsch über den Pruth nach Bessarabien, Moldauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Karte zeigt den Frontverlauf im rumänisch-sowjetischen Grenzraum. Deutsche und rumänische Soldaten im Gespräch. Rumänische Infanterie auf dem Vormarsch. Schwere Lkws, Halbkettenfahrzeuge und Krad fahren über Knüppeldämme. Deutsche Pioniere bauen eine Notbrücke: Baumstämme werden gesägt; Bauholz getragen; verlegen und festklopfen von Holzbalken. Übergang über den Pruth nach Bessarabien: Deutsche Fahrradkolonnen beim Vorgehen. Infanterie und Tross auf staubiger Landstraße; Soldaten beim Trinken. Weiterer Vormarsch, darunter Halbkettenfahrzeug mit Geschütz.
8	8. Deutsche Truppen beim Vormarsch, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Deutsche Truppen ziehen durch eine Pforte in eine ukrainische Ortschaft: darunter Trosse mit Pferdewagen und Fahrzeuge. Einheimische Bevölkerung winkt den Soldaten zu. Einmarsch in die Stadt Bereschany, darunter Kettenfahrzeug mit schwerer Feldhaubitze (15 cm sFH 18). Menschenmenge vor einem Pavillon. Einem Offizier in einem Pkw stehend wird Brot von einer Frau mit Kopftuch gereicht. Deutsche Soldaten mit jugendlicher Bevölkerung. Die zerstörte Stadt mit niedergebrannten Ruinen. Ein sowjetisches Propaganda-Plakat wird von einem Mast entfernt; eine Stalin-Statur wird demoliert.
9	9. Vormarsch und Kampfeinsätze deutscher Truppen entlang der Desna in Richtung Kiew, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick zeigt das sowjetische Gebiet mit Hervorhebung von Kiew. Zahlreiche zerstörte sowjetische Lkws und Pkws am Ufer der Desna u.a. Aufklärungsfahrzeuge (BA-10). Baumstämme und Trümmer ragen aus dem Fluss; Panzerwracks. Durch Bombeneinschläge zerstörte Gleisanlage, umherliegende Achsen mit Radreifen, geborstene Waggons und entgleiste Lokomotiven. Deutsche Verbände mit Lkw und Bus, sowie berittene Einheiten ziehen an einem schweren sowjetischen Geschütz (203 mm Haubitze M1931 B-4) und einem schweren Panzer (KW-2) am Straßenrand vorbei; KW-2 mit der Aufschrift: „2./ Regiment General Göring Unserem Führer gestiftet! Dubno, 29.6.41“. Panzerspähwagen fahren schnell durch eine Ortschaft; sowjetischer Panzer (BT-7) auf staubiger Landstraße beim Vorgehen. Spähwagen (Sonderkraftfahrzeug Sd.Kfz. 222 und 231) und Panzer III auf der Fahrt. Einheiten der Waffen-SS beim Einsatz: Feuernde Artillerie; Maschinengewehr (MG)-Feuer, leichte Infanteriegeschütze (7,5 cm leIG 18) und Panzerabwehrkanone (5 cm PaK 38); in Brand geschossene Stellungen am Horizont; Soldaten im Gespräch. Sowjetische Soldaten ergeben sich mit erhobenen Händen und werden abgeführt. Gefangene, u.a. eine Frau in zivil, werden vorgeführt. Weiterer Vormarsch in breiter Front: explodierende und brennende Panzer; Wrack eines KW-2; niederbrennende Häuser; zerstörte Leitungsmasten. Zurückgelassene und teilweise regungslose Pferde; sowjetische Uniformen. Soldaten der Waffen-SS pflücken in einem Feld Mohnblumen und schmücken damit die Gräber gefallener Soldaten.
10	10. Deutsche Verbände bei den Kämpfen bei Białystok und Minsk, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick hebt die Städte Białystok und Minsk in dem sowjetischen Gebiet hervor. Motorisierte Verbände, darunter Lkw-Kolonnen, fahren auf den Nachschubstraßen nördlich und südlich von Białystok. Ein Panzer IV fährt durch einen Fluss. Radfahr- und Marschkolonnen der Infanterie beim Vorgehen auf Landstraßen. Pferdewagen in hügeligem Gelände. Kräder, Pkws und Lkws werden auf schlechten Straßen angeschoben. Zerstörte Brücken über die Beresina. Pioniere beim Brückenbau: Holzbalken werden in den Fluss gerammt, auf Stegen verlegt und weiter befestigt. Kettenfahrzeuge mit 8,8 cm Flak rollen über eine Behelfsbrücke. Rastpause deutscher Infanteristen: Soldaten essen aus Feldgeschirr und Konservendosen. Schlafende Soldaten an einer Hauswand, an Fahrzeugen und im Gelände. Schwein vor einem Spähwagen (Sd.Kfz. 222). Soldaten rupfen Hühner, schuppen Fische und schälen Kartoffeln. Haareschneiden. Wagenwäsche. Pferde in der Schwemme. Soldaten stehen dicht gedrängt bei der Verteilung von Zigaretten. Soldaten bei kameradschaftlichen Spielen. Musizieren im Biwak. Deutsche Infanterie auf dem Vormarsch über eine Pontonbrücke und durch einen Vorort: Rauchschwaden über Minsk und Trümmerhaufen; Einzug der deutschen Truppen: darunter Lkw, Pkw und Kradschützen; Brennende Häuser und vereinzelte Löschversuche. Intaktes Verwaltungsgebäude mit Lenin-Denkmal in der Innenstadt. Häuserruinen und Schuttberge; Einwohner durchsuchen die Ruinen. Deutsche Einheiten vorbei an sowjetischen Panzerwracks (T-26). Fahrt einer Lkw-Kolonne auf verschlammter Landstraße durch eine Ortschaft. Deutscher Soldat befestigt mit dem Hammer an einem Bretterverschlag ein Schild: „Y“. Kleine Gruppe von Einheimischen; Lebensmittelladen. Sowjetisches Propaganda-Transparent. Schwere Feldhaubitzen feuern auf sowjetische Stellungen: Mehrfaches Abfeuern und Laden der Geschütze, Detonationen im Feld. Soldat sieht durch Scherenfernrohr. Feuernde leichte 2 cm Flak. Sowjetische Fahrzeuge (u.a. KW-1 Panzer) fahren auf einer Straße. Infanteristen schießen mit Gewehren aus einer Stellung am Straßenrand; zerstörter sowjetischer Lkw. Sowjetische Soldaten ergeben sich; brennender Lkw. Panzer IV im Einsatz: Panzerbesatzung verlässt ihren Panzer mit Maschinenpistolen (MPs) und verfolgen eine fliehende Personen. Einzelne Gefangene; brennendes sowjetisches Spähfahrzeug (BA-10). Gefangene werden durchsucht und abgeführt; Gruppe von Gefangenen, darunter eine uniformierte Frau. Abmarschierender Gefangenenzug. Zerstörtes sowjetisches Kriegsgerät und Fahrzeugschrott: Aufschrift auf einem zerstörten KW-1 Panzer: „Vernichtet durch: 5. schw. Kradschützen Btl. 29“; weitere Panzer (KW-2, BT-7 und T-34), sowie Geschütze; Truppen untersuchen einen liegengebliebenen schweren T-35 Panzer; zahlreiche zerstörte sowjetische Flugzeuge (u.a. Arkhangelsky Ar-2 und Polikarpov I-16) auf einem Feldflugplatz.
