chapter	content
Vorfilm	Tarn und Helle, Meinungsfreiheit Tran und Helle in einem Café. Auf dem Tisch vor ihnen stehen ein Glas Bier und ein Glas Wein. Tran liest in einer Zeitung, legt sie dann weg. Eine Kellnerin geht vorbei. Helle fragt nach dem Inhalt der Zeitung. Tran ärgert sich darüber, dass es nur noch eine einhellige öffentliche Meinung gebe. Er äußert, dass die Nachrichten mehr Gelegenheit zur Auseinandersetzung geben sollten, indem sie verschiedene Meinungen wiedergeben. Helle regt an, dass Tran ihm gegenüber seine Meinung äußern solle. Tran setzt an, über die Außenpolitik zu sprechen, weiß aber nichts zu sagen was von der öffentlichen Meinung abweicht. Er trinkt einen Schluck Bier und empört sich dann über das Bezugsscheinwesen und Kriegsverordnungen der Regierung. Er bekräftigt, dass jeder seine Meinung frei vertreten dürfen solle. Die Kellnerin kommt an den Tisch; Tran schäkert mit ihr. Helle stellt Tran bloß, indem er dessen Alter verrät und erzählt, dass Tran mit verschiedenen Frauen liebäugele. Die Kellnerin geht verärgert weg. Tran ärgert sich über Helle. Dieser entgegnet, nach Trans Worten solle doch jeder seine Meinung frei vertreten. Tran antwortet darauf, wo es ihn selbst betreffe, ende für ihn die Meinungsfreiheit. Helle rät ihm, dass er auch keine Meinungsfreiheit gelten lassen solle, wenn es um Regierungsgeschäfte gehe.
1	1. Deutsche Leichtathletikmeisterschaften, Berlin, Deutsches Reich, 1940 Die ersten Kriegsmeisterschaften der deutschen Leichtathleten auf dem Berliner Reichssportfeld. Die Wettbewerbe im gut besetzten Olympiastadion. Bilder vom Hammerwerfen, Dreisprung und Speerwerfen. Ein großes Feld startet zum 3000m-Hindernislauf, Ausschnitte aus dem Lauf, z.T. in Zeitlupe, so am Wassergraben. Unterbrochen durch Großaufnahmen der Zuschauer. Sieger wird Rolf Seidenschnur aus Kiel. Der 80m-Hürdenlauf der Frauen, z.T. in Zeitlupe. Siegerin wird Erika Biess aus Berlin-Charlottenburg in 11,6 Sekunden. Beim 100m-Lauf siegt Harald Mellerowicz, Angehöriger der Luftwaffe, in 10,6 Sekunden. Der 110m-Hürdenlauf der Männer: Sieger wird Ernst Becker aus Berlin in 15,4 Sekunden.
2	2. Rückkehr der evakuierten Bevölkerung nach Saarbrücken, Deutsches Reich, 1940 Rückführungsaktion der während des Krieges aus den Grenzorten evakuierten saarländischen Bevölkerung. Ein Schild mit der Aufschrift „Nix wie hemm!“ Ein Transparent: „Willkommen in der Heimat“. Bahnhof in Saarbrücken: Ein Zug mit Rückkehrern trifft ein. Die Rückkehrer werden von einer großen Menschenmenge und einer Bergmannskapelle empfangen. Blick auf das Bahnhofsschild in Saarbrücken und das am Bahnsteig angebrachte Transparent. Gepäck wird aus dem Zug nach draußen gereicht. Die Kapelle spielt das Steigerlied. Kinder werden aus dem Zug gehoben. Zug der Eingetroffenen mit der Kapelle an der Spitze durch die Straßen Saarbrückens. Jungen der Hitlerjugend (HJ) helfen beim Koffertragen. Die Bewohner der umliegenden Dörfer werden mit Postbussen weiterbefördert. Das Gepäck wird von der HJ auf Lkws verladen und weiter transportiert. HJ-Mitglieder hinten auf der Ladefläche eines Gepäcktransports. Bund deutscher Mädel (BDM) und HJ beim Herrichten der Häuser der Evakuierten. Der Rolladen an einem Haus wird hochgezogen: Ein BDM-Mädchen, mit einer Schürze bekleidet, schaut aus dem Fenster. Ein anderes Mädchen und ein Junge hängen ein geschmücktes Willkommensschild am Haus auf. Mädchen bei Wasch- und Putzarbeiten im Freien. Eine Gruppe trifft mit dem Bus ein. Empfang durch HJ und BDM. Das Gepäck wird vom eingetroffenen Lkw entladen. Eine Familie betritt ihr, vom BDM hergerichtetes, Haus. Zwei BDM-Mädchen kümmern sich um die Kinder der Familie. Rückkehr des Saarbrücker Regiments. Die Einheiten ziehen durch die festlich geschmückten und von vielen Zuschauern umsäumten Straßen der Stadt: Bilder vom Zug durch die Saarbrücker Adolf-Hitler-Straße.
3	3. Kinder in Jugenderholungsheimen der Nationalsozialistischen Volkswohlfahrt, Deutsches Reich, 1940 Eine Gruppe Mädchen, laut Sprecher vorwiegend Kinder von Soldaten, während der Zugfahrt in ein von der Nationalsozialistischen Volkswohlfahrt (NSV) organisiertes Jugenderholungsheim. Szenen der Zugfahrt: Ein Mädchen schwenkt eine kleine Fahne mit dem Zeichen der NSV. Drei Mädchen sehen aus dem Fenster des Zugabteils. Winkende Mädchen vor einem Gebäude. Aufnahme von vorn; Aufnahme der Szene von hinten mit Blick auf einen Fluss mit einem fahrenden Schiff. Spielende Mädchen in Badebekleidung im Sand. Eine Frau mit Schürze und Häubchen kniet daneben. Schwenk; die Mädchen am Ufer des Flusses. Spiel mit einem Wasserball; der Ball wird durch die Reihe gereicht. Jüngere Mädchen flechten Blumenkränze. Eine Jungengruppe in einem Jugendheim im Gebirge. Die Jungen beim Essen, Sonnen, Ballspiel, Schuhputzen und beim Briefeschreiben. Ein Junge schreibt einen Feldpostbrief und klebt ihn zu.
4	4. Gebirgs-Motor-Sportschule des Nationalsozialistischen Kraftfahrkorps in Kochel, Bayern, Deutsches Reich, 1940 Ausbildung von Soldaten des Nationalsozialistischen Kraftfahrkorps (NSKK). Gebäude und Lkw von oben. Nahaufnahme eines Motors: Soldaten bei der theoretischen Ausbildung an einem Motor. Krad- und Lkw-Gruppen bei der Übungsfahrt auf der Kesselbergstraße am Kochelsee. Fahrt mit Raupenfahrzeugen im Gelände. Nahaufnahme der Räder und der Kette. Kradfahrten an einem Übungshügel, durch Wald und durch einen seichten Bach.
5	5. Marine-HJ auf dem Segelschulschiff „Horst Wessel“, Deutsches Reich, 1940 Ein Schiffssteuerrad mit der Aufschrift Segelschulschiff „Horst Wessel“, dahinter ist die Takelage des Schiffes zu erkennen. Von der Marine-HJ eingerichtete Reichsseesportschule auf dem Schiff. Marine-HJ in Badehosen beim Deckwaschen. Die HJ-Gruppen verlassen das Segelschiff in Matrosenkleidung zum Rudern. Ein Teil der Gruppen beim Rudern, andere beim Segeln.
6	6. Erzabbau am Erzberg in Leoben, Reichgau Steiermark, Ostmark, 1940 Erzabbau am 1500m hohen Erzberg in Leoben in der Steiermark. Blick über Berge und in ein Tal; dichter Rauch. Das erzhaltige Gestein wird im Tagebau abgebaut. Schwenk über die Stufen des Tagebaus. Sprengung am Berg. Erzgestein wird von Arbeitern eingesammelt und in Loren verladen. Abbau und Verladen mit einem Bagger. Transport des Erzes mit Loren zum Hüttenwerk am Fuße des Berges. Aufnahme der Transportbahn von oben. Im Hüttenwerk: Abstechen des flüssigen Metalls und Einfüllen in Gussformen.
7	7. Herstellung von Starkstromkabel in einem Kabelwerk, Deutsches Reich, 1940 Spinnen eines Starkstromkabels. In der Wickelmaschine wird es isoliert. Ein Kabel wird durch eine ölige Schutzmasse gezogen und mit einem Bleimantel umgeben. Das fertige Kabel wird auf eine große Kabelrolle aufgezogen. Ein Fabrikarbeiter führt das Kabel beim Aufwickeln um die Rolle.
8	8. Hitler gratuliert Gustav Krupp zum 70. Geburtstag, Deutsches Reich, 1940 Hitler während des Fluges nach Essen. Aufnahme des Cockpits mit Piloten. Hitler sieht aus dem Fenster. Schnitt; junge Männer in Overalls laufen zum Flugplatz. Landung des Flugzeugs, Begrüßung und Fahrt Hitlers zur Villa Hügel. Hitler trifft in der Villa Hügel ein und beglückwünscht Gustav Krupp von Bohlen und Halbach. Er überreicht ihm das goldene Ehrenzeichen der Nationalsozialistischen Deutschen Arbeiterpartei (NSDAP). Des Weiteren verleiht er Krupp die Auszeichnung „Pionier der Arbeit“. Hitler verlässt mit Begleitern nach einer Besichtigung die Krupp-Werke und wird von Werksangehörigen begeistert gefeiert.
9	9. General Dietl erstattet Hitler Bericht über die Kämpfe bei Narvik, Deutsches Reich, 1940 Berghof auf dem Obersalzberg bei Berchtesgaden. General der Infanterie Eduard Dietl steigt aus einem vorgefahrenen Auto aus. Er wird vor dem Haus begrüßt und hineingeführt. Dietl erstattet Hitler über die Kämpfe bei Narvik Bericht. Dietl im Gespräch mit Hitler. Auch der Reichsstatthalter und Gauleiter der Steiermark Siegfried Uiberreither nimmt am Gespräch teil. Die Gruppe an einem Tisch, im Vordergrund Blumen. Die Gruppe beugt sich über den Tisch, auf dem mehrere Karten liegen. Die Gruppe lachend.
