chapter	content
1	1. Feierstunde der NSDAP in der Philharmonie Berlin am Vorabend von Hitlers Geburtstag, 19.04.1942 Ankündigung des Programms. Das Orchester. Goebbels spricht (kein O-Ton). Schwenk zum Publikum. Furtwängler dirigiert das Berliner Philharmonische Orchester mit dem Schlusschor der 9. Symphonie von Beethoven. Aufnahmen von Furtwängler, Orchester und Chor. Publikum, darunter hochrangige Parteimitglieder und Wehrmachtssoldaten. Goebbels dankt Furtwängler. Beifall.
2	2. Hitler begeht seinen 53. Geburtstag im Führerhauptquartier Wolfsschanze, Ostpreußen, 20.04.1942 Gratulanten im Garten des Führerhauptquartiers überbringen Glückwünsche: Keitel, Göring, Himmler, Ley, von Ribbentrop, Raeder. Jungmädel und Pimpfe singen ein Ständchen und überreichen einen Blumenstrauß. Hitler im Gespräch mit den Kindern.
3	3. Luftangriff auf Malta von Sizilien aus, Italien/Mittelmeer, 1942 Ein Feldflugplatz auf Sizilien. Soldaten beladen Flugzeuge mit schweren Bomben. Bombenflugzeuge (Junkers Ju 88) starten. Flug über das Mittelmeer. Luftaufnahme von Malta. Der Pilot im Cockpit. Zeitlupenaufnahmen von einem Sturzangriff; Einzelheiten der Landschaft sind erkennbar. Detonationen und Rauch.
4	4. Ein Unterseeboot-Stützpunkt, 1942 Ein italienisches U-Boot kehrt laut Sprecher vom Einsatz an der Küste der Vereinigten Staaten zurück. Die Mannschaft wird freudig begrüßt. Ein deutsches U-Boot kehrt vom Einsatz gegen die USA zurück. Erfolgswimpel. Begrüßung eines Marineoffiziers. Die Besatzung empfängt Post. Ein weiteres U-Boot kehrt zurück. Begrüßung. Das Bordmäuschen auf der Hand eines Besatzungsmitglieds. Das U-Boot von Oberleutnant Ithes (?) läuft ein. Freudige Begrüßung mit Blumen. Die U-Boote fahren zur Überholung in die Bunker. Werftarbeiter. Treibstoff und Proviant werden übernommen. Ein U-Boot läuft aus.
5	5. Kampf am Finnischen Meerbusen, Ostfront, 1942 Karte von Finnland, Estland und nördlicher Sowjetunion. Infanterie in Schneetarnkleidung marschiert über Eis und Schnee „zur Insel Suursaari“ (Sprecher). Ein Schneepflug räumt die Straße. Infanterie auf Skiern. Lastkraftwagen fahren über das zugefrorene Meer; stellenweise ist die Oberfläche aufgetaut. Eine Nachrichtenabteilung beim Legen von Kabeln zur Verbindung von Küste und Insel. Ein verlassener sowjetischer Frachter. Artillerie wird in Stellung gebracht. „Letzte Widerstandsnester der Bolschewiken werden niedergekämpft“ (Sprecher). Feuernde Artillerie. Drahtverhaue. Infanterie in den Wäldern von Suursaari. Soldaten mit Schneehemden auf Skiern. Einsatz von Maschinengewehren (MG). Einschläge.
6	6. Wiederaufbau einer Eisenbahnbrücke über die Narva, Sowjetunion, 1942 Karte der Ostfront von Leningrad bis Nikolajew. „Am Nordabschnitt der Ostfront“ (Sprecher). Pioniere richten die zerstörte Eisenbahnbrücke wieder auf. Arbeiten an der Konstruktion. Ein PKW fährt über eine Behelfsbrücke.
7	7. Tauwetter an der Ostfront, Sowjetunion, 1942 „Im Raum von Leningrad“ (Sprecher). Schwierige Fahrt für Lastkraftwagen auf verschlammten Straßen. Pferdefuhrwerke kämpfen sich durch den Schlamm. Soldaten waten durch den Schlamm. Soldaten schieben ein Motorrad mit Beiwagen. Ein LKW bleibt stecken und wird freigeschaufelt. Ein Wagen wird repariert. Die Kolonne bleibt stehen; Flugzeuge fliegen im Tiefflug vorbei. Fahrt durch eine zerstörte Ortschaft. Pferdeschlitten auf der Straße. Soldaten beseitigen den Schlamm von ihrem Geschütz.
8	8. Antibolschewistische Propaganda, Ostfront, UdSSR, 1942 „Am mittleren Frontabschnitt“ (Sprecher). Soldaten beim Schnee schippen. Fahrzeugkolonne auf einer Nachschubstraße. Detonation, Rauch steigt auf. „Ein Sanitätsfahrzeug ist auf eine Mine gefahren, die von bolschewistischen Banden gelegt wurde“ (Sprecher). Umbetten der Verwundeten in ein anderes Fahrzeug. „Ein Kommando der Sicherheitspolizei und des SD nimmt die Verfolgung der Bolschewiken auf“ (Sprecher). Vordringen in einen Wald. Handgranaten werden in einen Bunker geworfen. Männer verlassen mit erhobenen Armen den Bunker und werden abgeführt. Sprengstoff, Waffen, ein Fallschirm und ein Funkgerät werden geborgen. Zwei als „GPU-Spitzel und seine Komplizin“ (Sprecher) bezeichneten Personen werden auf der Straße vernommen.
9	9. Bau von Knüppeldämmen und Infanterie mit MG, Ostfront, Sowjetunion, 1942 Ein Baum wird gefällt. Errichtung von Knüppeldämmen. Auf Pferdeschlitten werden die Baumstämme aus dem Wald transportiert. Die Knüppeldämme werden verlegt. Zerstörte Brücke. Deutsche Postenablösung mit einer Seilbahn. Beobachtung der Front. „Am Waldrand angreifende Bolschewiken“ (Sprecher). Einsatz von MGs. Zahlreiche gefallene sowjetische Soldaten im Schnee.
10	10. Das Dnjepr-Wasserkraftwerk, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1942 „Im Süden der Ostfront“ (Sprecher). Eissprengungen auf dem Donez. Detonation. Eis- und Wasserfontäne. Wiederherstellung des von den abziehenden sowjetischen Truppen beschädigten Dnjepr-Kraftwerkes. Zur Beseitigung der Trümmer unter Wasser werden Taucher eingesetzt. Ausbesserung der Sperrmauer. Schwenk über das Kraftwerk. Maschinenraum des Kraftwerkes.
11	11. Deutsche Infanterie im Einsatz an der Ostfront, Sowjetunion, 1942 „An der Front im Donezgebiet“ (Sprecher). Soldaten beim Essen. Panzer und Infanterie „des Heeres und der Waffen-SS“ (Sprecher) gehen vor. Gefangene werden aus Häusern abgeführt. Infanterie auf Skiern und in Schneehemden in verschneitem Gelände. Ein Gefallener liegt im Schnee. Beobachtung mit einem Scherenfernrohr. Einsatz von Artillerie. Detonationen. Einsatz von Sturzkampfflugzeugen (Junkers Ju 87). Infanterie in einer Ortschaft. Infanterie mit Maschinengewehren und leichten Geschützen in verschneiter Landschaft. Detonationen. Zerstörte Panzer. Gefallene Soldaten. „Die Einbruchsstelle ist bereinigt“ (Sprecher). Rollende Panzerkampfwagen.
