chapter	content
1	"1. Ritterkreuz, Deutsches Reich, 1941. Verleihung des Ritterkreuzes des Eisernen Kreuzes an Offiziere und Unteroffiziere der Luftwaffe durch Reichsmarschall Hermann Göring beim Halt von dessen mobilen Hauptquartier. Kreuz mit Zahl: ""1939"". Die so ausgezeichneten Soldaten lachen in die Kamera."
2	2. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Finnland, Finnischer Meerbusen, Kandalakscha Bucht, Ladoga See, Onega See, Leningrad, Petroskoi (Äänislinna), Sowjetunion. General Rudolf Veiel verleiht finnischen Soldaten das Eiserne Kreuz. Vormarsch durch einen Wald, ein deutscher Panzer bricht durch das Unterholz. Artillerie- und Infanteriegefecht im Waldgelände. Gefangene sowjetische Soldaten. Finnische Soldaten in weißer Tarnkleidung.
3	3. Belagerung von Leningrad, Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Finnland, Ösel, Finnischer Meerbusen, Reval, Narwa, Leningrad, Sowjetunion. Ein Zug fährt über eine Brücke. Sicherung von Nachschubbrücken vor Leningrad gegen Eisgang. Holzkonstruktionen an den Pfeilern werden mit Feldsteinen ausgefüllt. Transport von Steinen in Loren. Entladen von geraubten Rindern aus einem Güterzug für den Schlachter. Verladen von Kleidung auf Lastkraftwagen durch sowjetische Kriegsgefangene. Entladen von Verpflegung, u.a. Schmalzfleisch, Käse, Frischfleisch. Unterkünfte mit Schildern „Bayern-Hütte“ oder „Münchner Haus Okt. 1941 FP 32052, SS“(-Runen). Ein Soldat heizt in einer Unterkunft. Soldaten nehmen ein Schneebad. Winterausrüstung für deutsche Soldaten. Schafpelze und weiße Tarnhemden. Pelzmützen, -stiefel und -jacken für Posten und Beobachter.
4	4. Belagerung von Leningrad, Russlandfeldzug, Sowjetunion, 1941. Der Spähtrupp in weißen Tarnanzügen und auf Skiern im Wald. Meldung nach der Rückkehr. Beschuss der sowjetischen Stellungen. Sowjetische Soldaten ergeben sich.
5	5. Schlacht um Moskau, Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Wolga, Smolensk, Wjasma, Kalinin, Kaluga, Moskau. Generaloberst Maximilian Freiherr von Weichs besichtigt einen Truppenteil und verleiht Eiserne Kreuze. Dabei wird die Stiftung des Deutschen Kreuzes erwähnt und gezeigt. Gefecht. Kampf um ein Dorf. Sowjetische Soldaten ergeben sich. Brennende Bauernhäuser. Einnahme des Dorfes. Sowjetische Panzerabwehrgräben, Laufgräben, Holzsperren und Höckerhindernisse. Eingeschneites sowjetisches Kriegsgerät und tote Soldaten im Schnee. Teeausgabe an Soldaten der Waffen-SS aus einer Feldküche. Waffen-SS-Soldat zieht ein Schneehemd über. Vormarsch auf der Rollbahn. Panzer und Lastkraftwagen-Kolonnen fahren über verschlammte Straßen. Gefangene setzen die Straßen instand. Soldaten waten durch den Schlamm. Autos werden von Kettenfahrzeugen aus dem Schlamm gezogen. RAD (Reichsarbeitsdienst) beim Verladen von Treibstofffässern in eine Ju 52 auf einem Feldflugplatz. Start der Transportstaffeln. Tiefflug über die Nachschubstraßen.
6	6. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Dnjepr, Donez, Asowsches Meer, Kriwoi Rog, Dnjepropetrowsk, Charkow, Stalino, Mariupol. Luftaufnahmen von Industriewerken. Landung eines Fieseler Storch auf einem Platz mitten in Charkow. Stadtansicht. Wohnungen am Rande der Stadt.
7	"7. Russlandfeldzug, Sowjetunion, 1941. Zeichnung von Stalin. Herstellung und Druck der Zeitung ""Ost - Front"". Verladen der Zeitungsbündel. Verteilen der Frontzeitung an Soldaten, Soldaten beim Lesen der Zeitungen. Verkauf von propagandistischen Zeitungen in russischer Sprache an die Bevölkerung."
8	"8. Russlandfeldzug, Sowjetunion, 1941. Schild mit Reichsadler: ""Ostland-Brücke - vom 12. bis 28. September 1941"". Wiederherstellung einer im Mittelstück zerstörten Eisenbahnbrücke über den Dnjepr durch Eisenbahnpioniere: Montage fertiger Kriegsbrückenteile. Einweihung der Brücke. Ein Zug fährt über die wiederhergestellte Brücke."
9	9. Russlandfeldzug, Sowjetunion, 1941. Sowjetische Gefangene ziehen am Dnjepr an der Kamera vorüber. Luftaufnahme des Gefangenenzuges. In Großaufnahme einzelne Gesichter, zerlumpte Gestalten in Zivil.
10	10. Russlandfeldzug, Sowjetunion, 1941. Truppentransport auf Schleppkähnen auf dem Dnjepr zum Schwarzen Meer. Soldaten gehen mit Versorgungsgütern an Bord. Vorbeifahrt an versenkten Schiffen. Soldaten gehen unter anderem mit Fahrrädern an Land. Verladen von Verwundeten auf die zurückfahrenden Schleppkähne.
11	11. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Dnjepr, Asowsches Meer, Sewastopol, Perekop, Simferopol, Feodosija, Kertsch. Radfahrschwadron im Gelände. Von der Artillerie zerstörte sowjetische Fabrik nach der Eroberung. Zerstörte sowjetische Panzerzüge. Luftangriff auf deutsche Truppen. Flakabwehr. Brennendes Flugzeugwrack.
12	12. Siegesparade, Bukarest, Rumänien, 1941. Siegesparade der rumänischen Odessa-Kämpfer in Bukarest vor König Michael I. Soldaten mit Fahnen schauen zu, im Hintergrund ein großes Hitler-Plakat. König Michael dekoriert einzelne Fahnen und schlägt Offiziere zu Rittern des Michael-Ordens, darunter ein deutscher Luftwaffenoffizier. Generalfeldmarschall Wilhelm Keitel und General und rumänischer Führer Ion Antonescu. Die Siegesparade und eine Ehrenformation der deutschen Wehrmacht und der Kriegsmarine.
13	13. Afrikakorps, Afrika, 1941. Kartentrick: Mittelländisches Meer, Tripolis, Bengasi, Derna, Tobruk, Bardia, Sollum. General Erwin Rommel besichtigt eine Einheit des Afrikakorps und zeichnet Soldaten mit dem Eisernen Kreuz aus. Essenzubereitung in der Wüste. Essende Soldaten an einem Tisch im Freien. Netz gegen Fliegen. Kriegsberichter / Kameramann bei Dreharbeiten mit Fliegennetz. Fliegenplage in Afrika. Soldaten werden von Fliegenschwärmen belästigt. Ein Soldat schreibt einen Feldpostbrief, während viele Fliegen auf ihm sitzen.
14	14. Afrikakorps, Afrika, 1941. Panzer fahren im Morgengrauen los. Artilleriefeuer auf eine britische Transportkolonne. General Erwin Rommel beobachtet die Granateinschläge. Beschuss britischer Panzer. Zerschossene und brennende britische Panzer.
15	15. Seekrieg, Frankreich, Großbritannien, 1941. Kartentrick: Großbritannien, Frankreich, Plymouth, Swansea, Southampton, Wight, Birmingham, London, Dover, Brest, Cherbourg, Calais, Dünkirchen. Zeichnung: flüchtender Löwe mit einer britischen Fahne am Schwanz. Auslaufen deutscher Zerstörer und Torpedoboote zur Sicherung eines Geleitzuges an der Kanalküste. Fahrt auf hoher See zu einem Stützpunkt an der französischen Atlantikküste. Luftsicherung durch Flugzeuge.
16	16. Seekrieg, Frankreich, Großbritannien, 1941. Luftangriff auf einen britischen Geleitzug. Start der Fernkampfbomber. In der Kanzel, ein Soldat trinkt Tee. Unten ein Segelschiff. Blick auf die Küste Großbritanniens. Angriff durch ein britisches Flugzeug. Flug über den Geleitzug. Bombenangriffe auf Frachtschiffe. Beschuss von Schiffen mit Bordwaffen. Ein brennender Frachter, Untergang. Bombeneinschläge auf Schiffen.
