chapter	content
1	1. Kinderlandverschickung per Schiffstransport nach Stettin, Deutsches Reich, 1943 Das Schiff „Wintermärchen II“ und andere Dampfer; Kinder besteigen das Schiff; Abschiednehmen. Fahrt der Kinder auf einem Fluss: ein Lied wird gesungen; Passieren einzelner Ortschaften und Städte; Essensausgabe an Bord; Stettin wird erreicht, Stadtansichten vom Schiff aus, winkende Bevölkerung. Ankunft im Quartier. Kinder beim Spielen am Strand.
2	2. Konzert des deutschen Opern-Orchesters unter Leitung des Dirigenten Hans Schmidt-Isserstedt, Deutsches Reich, 1943 Schmidt-Isserstedt am Dirigentenpult in einem Werk für Panzerkampfwagen (Konzert während einer Werkpause, ein Sturmgeschütz (StuG III) steht bei der Bühne); Arbeiter lauschen der Musik; Applaus.
3	3. Ausbildung von Luftnachrichtenhelferinnen, Deutsches Reich, 1943 Ankunft und Begrüßung der Frauen durch die Kameradschaftsführerin der Ausbildungsabteilung. Essen im Garten. Die Zimmer der Helferinnen. Unterricht mit Übungen am Fernschreiber; am Morsegerät; am Fernsprecher. Postverteilung. Sport und Spiel: Tischtennis; Gymnastik; Ballspiele; Kanurudern. Abfahrt zum Einsatzort.
4	4. Großkundgebung in der Westfalenhalle in Dortmund, Deutschland, 1943 Bevölkerung auf dem Weg zur Westfalenhalle (z.T. in geordneten Gruppen mit Transparenten, im Hintergrund Trümmer); eine Kapelle spielt; Fahnenträger. Propagandaminister Joseph Goebbels, umringt von Menschen, besteigt einen Wagen und fährt zur Westfalenhalle. Unter Jubeln der Begrüßung betritt Goebbels das Rednerpult und spricht (teilweise O-Ton); Zuschauer erheben sich und applaudieren.
5	5. Ausbildung der Panzervernichtungstruppen der Waffen-SS, Deutsches Reich, 1943 Offizier mit Sprengladung erläutert das Vorgehen. Einsatz einer Panzerbüchse an einem T-34. Angriffsübung mit Tellerminen; Einsatz von Nebelgranaten und einer Haftladung. Soldaten besichtigen Schäden am Übungspanzer.
6	6. Generaladmiral Arturo Riccardi besucht eine deutsche Schnellbooteinheit an der Mittelmeerküste, Italien, 1943 Angetretene Marineeinheiten; der Chef des italienischen Admiralstabs Arturo Riccardi verleiht hohe italienische Auszeichnungen an den Korvettenkapitän Friedrich Kemnade und andere Mitglieder der deutschen Marine.
7	7. Der Tag der italienischen Kriegsmarine in Rom, Italien, 1943 Generaladmiral Riccardi legt am Denkmal für Vittorio Emanuele II (Monumento a Vittorio Emanuele II) einen Kranz nieder. König Victor Emanuel III. dekoriert angetretene italienische und deutsche Marineoffiziere und Mannschaften (u.a. Kapitän zur See Enzo Grossi und Fregattenkapitän Curt Rechel) vor dem Hauptquartier; die Militärattachés der verbündeten Mächte; ein verwundeter Soldat erhält eine Auszeichnung; eine Mutter mit Kind empfängt eine Auszeichnung für den gefallenen Angehörigen; einem Jungen wird das Abzeichen angeheftet.
8	8. Ausbildung in einer U-Boot-Schule, Deutsches Reich, 1943 Demonstration des Tauch- und Auftauchvorgangs an einem Unterseeboot (U-Boot)-Modell. Morgenmusterung der U-Boot-Besatzungen; Kommandanten empfangen Befehle. Besatzungen begeben sich auf die Boote (Klasse VII); Auslaufen zu einer Übung. Tauchmanöver beginnt: Wache steigt ein; ein Boot taucht ab; Bedienung der Tiefensteuergeräte im Inneren; Kommandant am Sehrohr; Auftauchen des Sehrohres. U-Jagdverbände werfen zu Übungszwecken Wasserbomben in die Nähe der Boote; explodierende Wasserbomben.
9	9. SS-Obergruppenführer Felix Steiner übergibt das finnische Freiwilligen-Bataillon der Waffen-SS an Generalleutnant Malmberg, Helsinki, Finnland, 1943 Transportflugzeug (Junkers Ju 52/3m) der Lufthansa vor dem Flughafenkontrollturm; Generalleutnant der Waffen-SS Felix Steiner entsteigt der Maschine und wird durch den finnischen Generalleutnant Malmberg begrüßt. Vorbeimarsch des finnischen Freiwilligenbataillons der Waffen-SS an Steiner und Malmberg; Übergabe des Bataillons an Malmberg; Verabschiedung einzelner Soldaten.
10	10. Kämpfe im Leningrader Gebiet, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1943 Kartentrick: Ostfront, Ladogasee, Leningrad. Beschuss des Leningrader Hafengebietes mit Artilleriegranaten: Transport und Entpacken der Geschosse; schwerer Mörser (21 cm Mrs 18) beim Feuern; Einschläge am Stadtrand; brennende Ölbehälter. Luftwaffen- und Heereseinheiten in Schützengräben; sowjetische Artillerieeinschläge; Flugabwehrkanonen (8,8 cm Flak); Panzerabwehrkanone (7,5 cm PaK 40); Maschinengewehre (MGs) und leichte 2 cm Flak beim Abwehrkampf. Kampfgruppen setzen Sturmbooten über einen Fluss. Kampfeinsatz mit Maschinenpistolen (MPs) und Handgranaten; Soldaten rücken mit MGs vor. Verhör eines sowjetischen Soldaten.
11	11. Gefechte in der Kuban-Region, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1943 Kartentrick: südliche Ostfront, Asowsches Meer, Kuban, Rostow, Kertsch, Krasnodar. Vorgehen deutscher Infanterie durch Schilfgelände; Meldung eines Angriffs; Artillerieeinschläge; Mrs 18 beim Feuern; einzelne Panzer im Gelände; feuernde leichte Flak; Einsatz eines Granatwerfers, einer leichten Feldhaubitze (10,5 cm leFH 18) und einer PaK 40; zerstörte Panzer. Zerstörer (Ju 88) starten; Maschinen im Flug; Bombenschütze beim Ausklinken der Bomben; fallende Bomben; Einschläge in der Tiefe.
