chapter	content
1	1. England öffnet die Burma-Straße, Südostasien, 1940 Armeetransporte auf der Burmastraße. Blick auf ein großes Armeedepot.
2	2. Fortsetzung des bulgarischen Einzuges in Süddobrudscha, Königreich Rumänien/Königreich Bulgarien, 1940 Bulgarische Infanterie und Kavallerieeinheiten ziehen in das Gebiet Süddobrudscha ein. Begrüßung durch bulgarische Bauern, die den Truppen entgegenreiten. Ein Abschnittskommandeur beim Durchtrennen des Bandes einer Grenzstraße. Einzug bulgarischer Soldaten in die Stadt. Jubelnde Menschenmenge an den geschmückten Straßen.
3	3. Aufmarsch von Legionären vor Ministerpräsident Antonescu und dem Führer der „Eisernen Garde“ Horia Sima in Bukarest, Königreich Rumänien, 1940 Ion Antonescu zusammen mit Horia Sima auf der Fahrt zu einer Kundgebung vor den Legionären. Jubelnde Menschenmassen am Straßenrand. Antonescu und Sima auf der Tribüne vor den angetretenen Einheiten der „Eisernen Garde“ auf dem Bukarester Nationalplatz. Vorbeimarsch von Gruppen in Volkstracht und der Einheiten. Fahnen der Legionäre mit dem Eisernen Gitter. Bild des verstorbenen Bewegungsführers Corneliu Zelea Codreanu.
4	4. Jugendkundgebung vor Mussolini, Pauda, Königreich Italien, 1940 Italienischer Ministerpräsident Benito Mussolini am 10.10.1940 auf der Fahrt im offenen Pkw, durch von jubelnden Menschenmassen umsäumte Straßen. Mussolini nimmt auf einem Podest stehend den Vorbeimarsch von Kriegsfreiwilligen ab, darunter eine spanische und eine italienische Abordnung.
5	5. Geländeprüfungsfahrt der der Motor- HJ durch den Harz, Deutsches Reich, 1940 Korpsführer Adolf Hühnlein und Reichjugendführer Arthur Axmann an der Strecke einer Geländefahrt der Motor-Hitlerjugend (HJ). Teilnehmer der Prüfung bei der Abfahrt vom Harzer Brocken, bei einer Schießübung, bei einer technischen Prüfung und bei einer Hindernisfahrt.
6	6. Kinderlandverschickung der NSV, Berlin, Deutsches Reich, 1940 Kinder besteigen auf dem Anhalter Bahnhof einen Sonderzug der Nationalsozialistischen Volkswohlfahrt (NSV) nach Schlesien. Abschied von den Eltern. Abfahrt des Zuges. Kinder winken aus den Zugfenstern mit Hakenkreuzfähnchen.
7	7. Empfang der Bauernabordnung in Berlin, Deutsches Reich, 1940 Bauernempfang in Berlin am 14.10. und 15.10.1940. Begrüßung durch Reichspropagandaminister Joseph Goebbels im Reichsministerium für Volksaufklärung und Propaganda. Reichsbauernführer Walther Darré im Gespräch mit den Bauern beim Essen. Die Abordnung im Ehrenhof der Neuen Reichskanzlei am 15.10.1940. Die Bauern tragen das Kriegsverdienstkreuz. Bauern betreten die Reichskanzlei mit einer geschmückten Erntekrone. Begrüßung der Bauern durch Adolf Hitler. Überreichen der Erntekrone an Hitler.
8	8. Getreideernte und Herstellung von Vollkornbrot, Deutsches Reich, 1940 Bilder von der Getreideernte: Mähen, Einbringen, Dreschen. Große Lagerhalle mit Getreide. Anhand von Trickbildern wird der Aufbau eines Getreidekorns und dessen Gehalt an Vitaminen und Nährstoffen gezeigt. Herstellung von Vollkornbrot in einer vollautomatischen Großbäckerei. Knetwerke kneten den Teig. Teig gelangt über Laufbänder in Backformen und in den Ofen und wird anschließend vollautomatisch verpackt.
9	9. Verlängerung der großen Deutschen Kunstausstellung in München, Deutsches Reich, 1940 Vierte Große Deutsche Kunstausstellung im Haus der Deutschen Kunst in München. Einige Plastiken und Gemälde der Ausstellung werden gezeigt. Darunter: „Ruderer“ von Hermann Zettlitzer, eine Bronzeplastik von Bernd Hartmann Wiedenbrück, „Der Schaufler“ von Georg Wallisch, „Mutter mit Kindern“ von Hans Breker, eine Bronzeplastik von Fritz von Grävenitz, „Adagio“ von Karl Himmelstoß, „Tänzerin“ von Barbara von Kalckreuth, ein Gemälde von Adolf Ziegler, „Das Bad der Diana“ von Ivo Saliger, „Die Bauernbraut“ von Sepp Hilz, ein Gemälde von Franz Xaver Wölfle, „Heimkehr“ von Heinz Adolf Bühler und eine Holzplastik von Matthäus Bayer.
10	10. Staatsbegräbnis für Admiral Trotha, Berlin, Deutsches Reich, 1940 Beisetzung des Admirals Adolf von Trotha am 15.10.1940 in Berlin. Der Sarg wird von Marineoffizieren vor dem Ehrenmal in der Straße „Unter den Linden“ aufgebahrt. Hitler vor dem Ehrenmal mit Großadmiral Erich Raeder und Generalfeldmarschall Wilhelm Keitel. Hitler salutiert vor dem Sarg und legt einen Kranz nieder. Hitler kondoliert die Angehörigen.
11	11. Werkunterricht in einem Lazarett sowie Fahrt der Verwundeten durch München, Deutsches Reich, 1940 Werkunterricht in einem Lazarett in München. Verwundete bei Töpferarbeiten, beim Modellieren, Zeichnen und bei Schreibübungen. Fahrt der Verwundeten mit Omnibussen der Kraft durch Freude (KdF)-Organisation durch Bayern. Besuch des Schlosses Lindnerhof in Garmisch-Partenkirchen. Besuch in Oberammergau.
12	12. Erntedankfest in Oslo, Reichskommissariat Norwegen, 1940 Tanzvorführungen einer Ballettgruppe der Hamburgischen Staatsoper für deutsche Soldaten um einen Erntekranz.
13	13. Kriegsgefangenenlager im besetzten französischen Gebiet, Französischer Staat, 1940 Holzhäuser und Wellblechbaracken. Kleiderapell der französischen Gefangenen. Umstellen einer Wellblechbaracke. Gefangene bei Straßenarbeiten.
14	14. Fahrrad als Transportmittel in Paris, Französischer Staat, 1940 Vor den Pariser Markthallen erfolgen alle Transporte auf Fahrrädern, Handwagen und Pferdefuhrwerken. Blick auf einen Parkplatz für Fahrräder in einer Vorstadt. Autos sind kaum zu sehen. Vor dem Restaurant „Maxim’s“ nimmt ein Fahrradtaxi einen Fahrgast auf.
