chapter	content
1	1. Eröffnung einer italienischen Buchausstellung in der Preußischen Akademie der Künste, Berlin, Deutsches Reich, 1942 Wehende Hakenkreuzfahnen vor der Preußischen Akademie der Künste. Schild: „Italienische Buchausstellung“. Besucher schauen sich die in den Vitrinen ausgestellten Bücher an. Buchseite. Der italienische Botschafter Dino Alfieri, der japanische Botschafter General Hiroshi Oshima und Reichserziehungsminister Bernhard Rust bei der Besichtigung der Ausstellung. Einzelne Buchtitel. Joseph Goebbels mit Begleitern beim Rundgang durch die Ausstellung. Alte Bücher und Schriften. Notendrucke. Fahnen.
2	2. Generalfeldmarschall Keitel besucht Budapest, Ungarn, 1942 Adler mit Hakenkreuz. Einfahrender Zug. Mit dem Zug trifft der Chef des Oberkommandos der Wehrmacht (OKW) Generalfeldmarschall Wilhelm Keitel auf Einladung des ungarischen Verteidigungsministers Karl Bartha in Budapest ein. Begrüßung. Keitel beim Abschreiten einer Ehrenformation vor dem Bahnhof. Keitel legt einen Kranz am Ehrenmal für die Gefallenen des Ersten Weltkrieges nieder.
3	3. Feier zum 8. Jahrestag der Gründung der Falange, Madrid, Spanien, 1942 Fackelzug durch die Straßen von Madrid. Der spanische Außenminister Ramón Serrano Súner legt Blumen am Grab von José Antonio Primo de Rivera nieder. Kranzträger laufen durch eine Ehrenformation. Franco trifft mit dem Pkw ein. Feier in der Basilika de El Escorial in Anwesenheit Francos. Angehörige der Falange bei einem Marsch durch die Straßen Madrids.
4	4. Feierliche Ausrufung Vidkun Quislings zum Ministerpräsidenten Norwegens in Oslo, Norwegen, 01.02.1942 Vidkun Quisling und der Reichskommissar von Norwegen Josef Terboven treffen mit dem Pkw auf der Festung Akershus in Oslo zum Staatsakt ein. Vorbei an angetretenen Einheiten der Partei „Nasjonal Samling“ betreten sie mit Begleitern die Festung. Terboven am Rednerpult bei seiner Ansprache (kein O-Ton). „In seiner Rede kennzeichnete der Reichskommissar den langen erfolgreichen Kampf Vidkun Quislings und stellte dabei besonders die Volksverbundenheit der Erneuerungsbewegung Norwegens heraus“ (Sprecherton). Schwenk zu den Zuhörern. Terboven gratuliert Quisling, dieser begibt sich zum Rednerpult. „Vidkun Quisling schloss seine Ansprache mit den Worten ‚Deutschlands Sieg ist Norwegens Sieg‘“ (Sprecherton). Flagge „Nedenes Linie Bataljon“. Quisling verlässt das Rednerpult. Das Publikum erhebt sich. Draußen wartende Mädchen. Mädchen bringen Blumen. Quisling und Terboven beim Verlassen der Festung. Fackelzug zieht am mit seinen Begleitern auf einem Balkon des Grand Hotels stehenden Quisling vorbei.
5	5. Rückkehr von Unterseebooten in ihre Heimathäfen, Deutsches Reich, 1942 U-Boot in Fahrt. Ritterkreuzträger Kapitänleutnant Gerhard Bigalk mit seiner auf Deck angetretenen Mannschaft. Erfolgswimpel. Nach dem Anlegen wird Feldpost an Bord verteilt. Lachende Matrosen. Auch das U-Boot von Ritterkreuzträger Kapitänleutnant Wolfgang Lüth läuft in den Heimathafen ein. Lüth und seine Mannschaft an Deck. Die Mannschaft verlässt das Boot und wird von der Bevölkerung mit Blumen begrüßt. „Andere Boote werden zu neuer Fahrt klar gemacht. Auslaufen zur Feindfahrt. Ein letzter Händedruck“ (Sprecherton). Verabschiedung mit Blumen. Winkende Matrosen und Bevölkerung. U-Boot läuft aus dem Hafen aus.
6	6. Deutsche Unterseeboote und Geleitzug auf Fahrt in der vereisten Ostsee, 1942 „In der Fahrrinne eines Linienschiffes erreichen die Boote das offene Meer“ (Sprecherton). Minensucher und Eisbrecher machen den Weg für einen Geleitzug frei. Blick auf den Rumpf des Eisbrechers und die Eisschollen. Die Deckaufbauten werden mit Schaufeln, Brechstange und Axt vom Eis befreit. Matrosen rutschen auf dem vereisten Deck. Nach Erreichen der offenen See wird dem Geleitzug „Freie Fahrt“ signalisiert.
7	7. Aufklärungsflug und Gefecht an der Ostfront, Karelien, Finnland/Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1942 Karte des finnischen Frontgebietes. Deutsche Flugabwehrkanoniere bei der Errichtung einer Schneehütte. Munition wird in eine Batteriestellung gebracht. Auf einem verschneiten Feldflughafen werden Nahaufklärer (Henschel HS 126) vom Schnee befreit und startklar gemacht. Das Rollfeld wird fest gewalzt. Zwei Piloten kommen aus der Befehlsstelle. Einfetten des Gesichts zum Schutz gegen den Frost. Start eines Nahaufklärers und Flug über die Waldgebiete Ostkareliens. Mit einer Handkamera werden aus der Maschine Aufnahmen gemacht. Die Aufnahmen werden am Bildtisch ausgewertet. Meldung per Telefon an die Sturzkampfflugzeuge. Sturzkampfflugzeuge (Stuka Junkers Ju 87) kurz nach dem Start. Finnischer Spähtrupp geht durch Gräben in einem verschneiten Waldstück vor. Einsatz von Gewehren. Feuernde finnische Batterien und die Einschläge der Granaten. Zerstörte Schleuse am Stalin-Kanal (Weißmeer-Ostsee-Kanal).
8	8. Nachschub für die Ostfront und Bau von Stellungen, Raum Leningrad, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1942 Karte des Raums vor Leningrad. Skier in einem Lager der deutschen Wehrmacht. Lkw werden mit Skiern und Schlitten beladen. Transport an die Front. Bespannte und motorisierte Nachschubkolonnen auf den Straßen. Flugabwehr. Soldat mit Pfeife. Ein Geschütz wird auf einem Schlitten transportiert. „Batterie in Feuerstellung“ (Sprecherton). Munition und Verpflegung werden mit Schlitten zu einer Batteriestellung gebracht. Soldaten beim Bau von Stellungen. Sägen von Holz. Sprengen von Erdlöchern im gefrorenen Boden. Soldaten wärmen sich am Lagerfeuer. Bäume werden für Blockhütten und Unterstände gefällt. Bau einer Blockhütte. Verschneite Kanonenöfen. Ein Kanonenofen wird zu einem Unterstand getragen. Alarm bei einer Batterie. Laden und Feuern der Geschütze.
9	9. Nachschubgüter treffen ein, Ostfront, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1942 Karte des mittleren Abschnitts der Ostfront. Nachschubgüter treffen mit dem Zug auf einem verschneiten Bahnhof hinter der Front ein. Waggons mit Woll- und Wintersachen werden entladen. Soldaten probieren Pelzsachen an. Große Mengen an Kleidung. Abtransport der Sachen mit Lkw zur Front. Ein großes Gebäude mit vielen Ofenrohren an den Fenstern. Blick auf die Stadt. Einheiten der Organisation Todt beim Freihalten der verschneiten Straßen. Lkw wird wieder flott gemacht. Schneeräumer mit Schaufeln bei der Arbeit. Männer mit vereisten Gesichtern. Kraftradschützen machen eine Wärmepause. Fahrt von Kradschützen und Lkw durch verschneite Straßen. Schneeberge am Straßenrand.
10	10. Deutsche Batteriestellungen in den vorderen Linien, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1942 Batteriestellungen im mittleren Abschnitt der Ostfront. „Immer wieder gilt es, die Massenangriffe der Sowjets abzuwehren“ (Sprecherton). Laden und Abfeuern der Geschütze. Einsatz von Granatwerfern und Maschinengewehren. Laden und Abfeuern des Granatwerfers. Deutsche Infanterie in Tarnkleidung beim Vormarsch durch verschneites Gelände auf ein Dorf zu. Brennende Häuser.
