chapter	content
1	1. Stapelläufe von U-Booten, Kriegsmarinewerft Kiel, Deutsches Reich, 1941 Unterseeboote (U-Boot) werden aus einer Hafenanlage zu Wasser gelassen und Indienststellung gebracht. Matrosen gehen an Bord. Mehrere U-Boote laufen aus und werden von einer Menschenmenge verabschiedet.
2	2. Rückkehr des U-Bootes „U 105“ in die Werft von Lorient, Frankreich, 1941 Dem U-Boot kommt ein Schnellboot entgegen; winkende Matrosen. Der Kommandant Kapitänleutnant Georg Schewe beim Berichtgeben. Vizeadmiral Karl Dönitz und grüßendes Personal empfangen das einlaufende Boot am 13.06.1941 und überreichen Blumen.
3	3. Rückkehr des U-Bootes „U 556“ in den Hafen von Lorient, Frankreich, 1941 Das U-Boot beim Einkehren am 30.05.1941. Dönitz überreicht dem Kapitänleutnant Herbert Wohlfahrt das Ritterkreuz und hängt es ihm um. Der Besatzung wird das Eiserne Kreuz 2. Klasse überreicht.
4	4. Rückkehr des U-Bootes „U 93“ in den Hafen von Saint-Nazaire, Frankreich, 1941 Das U-Boot trifft am 10.06.1941 im Hafen ein. Dönitz begrüßt die Besatzung. Frauen überreichen Kapitänleutnant Claus Korth Blumen und küssen ihn.
5	5. Rückkehr des Unterseebootes „U 46“ in den Hafen von Saint-Nazaire, Frankreich, 1941 Das einkehrende U-Boot am 13.06.1941 mit Besatzung. Der Kapitänleutnant Engelbert Endrass schreitet die Ehrenfront einer Wehrmachtskompanie ab und es werden ihm Blumen überreicht.
6	6. Kämpfe im Gebiet um Narwa und Luga, Generalbezirk Estland, Reichskommissariat Ostland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Schematische Darstellung des Gebietes um Narwa – Luga. Die Stadt Narwa nach dessen Einnahme. Infanterie beim Vormarsch an der Festung Iwangorod vorbei. Halbkettenfahrzeuge u.a. mit aufgesetzter leichter Flugabwehrkanone (2 cm Flak); Durchquerung des Flusses Luga. Generaloberst Georg Lindemann mit seinen Untergebenen im Frontgebiet. Feuernde schwere Feldhaubitzen (15 cm sFH 18) und Soldaten in den Stellungen u.a. schlafende Granatwerfer-Truppen. Truppen der Waffen-SS beim Vorgehen durch das Gelände. Gefangennahme sowjetischer Truppen. Panzersperren und eingenommene befestigte Anlagen vor Luga. Einmarsch deutscher Truppen in die Stadt; an brennenden Häusern vorbei. Hissen der Hakenkreuzfahne auf einem Kirchturm.
7	7. Luftangriff auf die Eisenbahnlinie Leningrad – Moskau, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Schematische Darstellung des Verlaufs der Eisenbahnlinie Sankt Petersburg (Leningrad) – Moskau. Ein Jagdgeschwader mit Zerstörern (Junkers Ju 88) beim Angriffsflug auf die Eisenbahnlinie. Bombenabwürfe; Einschläge in der Tiefe. Die Zerstörer im Tiefflug.
8	8. Kämpfe südlich von Leningrad, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Feuerndes schweres Infanteriegeschütz (15 cm sIG 33). Truppen beim Ausheben eines Schützengrabens. Einsatz eines leichten Infanteriegeschützes (7,5 cm leIG 18) und Maschinengewehr (MG)-Feuer. Sturmpioniere setzen einen Flammenwerfer ein; zerstörte Bunker. Sowjetische Truppen ergeben sich und werden durchsucht. Truppen gehen an brennenden Häusern vorbei. Zerstörte Züge und Bahnanlagen des Bahnhofs von Tschudowo. Truppen bei der Sicherung des Bahnhofs.
9	9. Mussolini besucht Hitler im Führerhauptquartier „Wolfsschanze“ sowie weitere Besuche im Hauptquartier des Heeres, im Hauptquartier von Hermann Göring und an Kampfplätzen an der Ostfront, Ostpreußen, Deutsches Reich / Generalbezirk Brest-Litowsk, Reichskommissariat Ukraine, 1941 Italienischer Ministerpräsident Benito Mussolini entsteigt dem Sonderzug und wird von Adolf Hitler, Reichsaußenminister Joachim von Ribbentrop und Generalfeldmarschall Wilhelm Keitel begrüßt. Lagebesprechung am Kartentisch; der Chef des Wehrmachtsführungsstabes General Alfred Jodl beim Erörtern. Hitler gibt Erklärungen an einer Wandkarte. Ankunft im Auto beim Hauptquartier des Oberbefehlshabers des Heeres, umringt von grüßenden Soldaten; Begrüßung durch Generalfeldmarschall Walther von Brauchitsch. Führung durch den Besprechungsraum. Abfahrt unter jubelnder Menschenmenge. Empfang durch Reichsmarschall Hermann Göring nach Ankunft an dessen Hauptquartier. Lagebesprechung im Befehlshaberzug u.a. mit dem Generalstabschef der italienischen Streitkräfte General Ugo Cavallero. Verabschiedung durch Göring und Abfahrt. Mussolini in einem Transportflugzeug (Ju 52/3m) zur Besichtigung von „Kampfplätzen und Schlachtfeldern“. Mussolini und Hitler entsteigen der Maschine auf einem Feldflugplatz und werden durch Generalfeldmarschall Hans-Günther von Kluge und Generalfeldmarschall Albert Kesselring begrüßt. Fahrt in die zerstörte Festung Brest, an grüßenden Soldaten vorbei. Besichtigung eines zerstörten Panzers (T-38) und von erbeuteten Geschützen (152 mm Kanonenhaubitze M1937 (ML-20)). Ausfahrt aus der Zitadelle. Ankunft auf einem Feldflugplatz im Südabschnitt der Front. Begrüßung durch Generalfeldmarschall Gerd von Rundstedt und Generaloberst Alexander Löhr; hinter Hitler, der italienische Botschafter in Berlin Dino Alfieri. Frauen und Krankenschwestern überreichen Hitler Blumen; dieser gibt ein Autogramm. Hitler im Gespräch mit einem Verwundeten. Besichtigung einer motorisierten italienischen Division vom Pkw aus.
10	10. Werftanlagen von Nikolajew, Generalbezirk Nikolajew, Reichskommissariat Ukraine, 1941 Kartentrick: Schematische Darstellung Südabschnitt der Ostfront um Nikolajew. Flug über die Hafenanlagen von Nikolajew am Schwarzen Meer. Blick auf erbeutete, nicht fertiggestellte U-Boote sowie ein Schlachtschiff. Schwimmdock mit Lokomotiven. Ein Schlachtschiff auf einer Helling. Zerstörtes Kriegsgerät.
