chapter	content
1	1. Führerhauptquartier, Deutsches Reich, 1941. Empfang des spanischen Generals Ituarte José Moscardo im Führerhauptquartier am 07.12.1941 bei Adolf Hitler. Generalfeldmarschall Wilhelm Keitel.
2	2. Luftkrieg, Frankreich (?), 1941. Reichsmarschall Hermann Göring besucht ein Luftwaffengeschwader am Ärmelkanal (Sprecher). Oberst Adolf Galland. Göring schreitet die Front der angetretenen Soldaten ab und spricht zu den Jagdfliegern. Göring im Gespräch mit Soldaten. Auszeichnung von Luftwaffensoldaten. Galland und Göring im Gespräch, neben ihnen Major Walter Oesau. Göring zählt die deutschen Siegeszeichen am Leitwerk eine Jagdflugzeuges. Bf 109 wird aus einer Halle/Scheune gerollt. Schild: „Lachend hinauf, verbissen drauf, wackelnd zurück, Jagdfliegerglück!“ Hauptmann Josef Priller, Kommandeur III. Jagdgeschwader 26 legt seine Kombination an und steigt in eine Bf 109. Start. Sperrballons vor Dover (Sprecher). Luftkämpfe.
3	3. Weihnachten, 1941. „Winterstürme an der französischen Kanalküste“ (Sprecher). Brandung schlägt über die Kaimauer. Ein Soldat bringt einen Weihnachtsbaum in das Soldatenheim in Bayeux (Schild über der Tür). Soldaten schnitzen Holzteller mit Schriftzug „Kriegsweihnacht 1941“. Rotkreuzschwestern backen Plätzchen. Nachrichtenhelferinnen packen Pakete. Ein U-Boot nimmt Proviant an Bord, u.a. auch einen kleinen Weihnachtsbaum. Hitlerjungen basteln Holzspielzeug. Frauen basteln Spielzeug. Kiste: „Weihnachts-Aktion Reichskommissar Norwegen, Drontheim“. Beladung von „Weihnachtsschiffen für Norwegen“ (Sprecher) in einem Hafen. Ausfahrt eines Schiffes.
4	4. Seeminen, unbekannter Ort, 1941. Minenräumboote in einem Hafen. Eis wird an Deck abgeschlagen. Matrosen bringen Weihnachtsbäume an Bord. Vorweihnachtliches Beisammensein. Ausfahrt der Räumflottille zum Einsatzort. Ausbringen des Räumgerätes. Explodierende Minen. Vorbeifahrender Geleitzug wird durch Blinkzeichen signalisiert.
5	5. Entschärfung von Seeminen, unbekannter Ort, 1941. Angeschwemmte Mine am Strand. Ein Sonderkommando entschärft die Mine. Minen werden an Land gebracht und anschließend gesprengt.
6	6. Russlandfeldzug, Sowjetunion, Finnland, 1941. Ein Pionierstoßtrupp macht sich fertig zum Abmarsch (Sprecher). Marsch durch winterliches Gelände. Feindberührung. Gefecht, Granatwerferfeuer. Ein Verwundeter wird am Kopf verbunden. Pioniere bringen an einem Gleis Sprengladungen an. Detonation. Ein erbeuteter sowjetischer Panzerzug.
7	"7. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Kainin, Klein, Moskau, Wjasma, Kaluga, Tula, Brjansk, Orel. Ein Weihnachtsbaum wird im Wald geschlagen und in den Bunker (Schild: „Bunker Lilli-Marlen“) gebracht. Ein deutscher Soldat stiehlt eine Gans und bereitet sie vor. Der Kompanieesel. Feldpost. Zerstörte Brücken im Raum vor Moskau (Sprecher). Pioniere bauen neue Übergänge aus Holz, teilweise bis zur Hüfte im kalten Wasser. Eissprengungen für den Brückenbau. Bau der Brücke. Nachschubkolonnen vom Trsp. Fahrzeuge des Regiments 616 fahren über eine Landstraße. Rastpause. Essenausgabe am Küchenwagen. Essende Soldaten. Unterstände in den vorderen Stellungen. Schild: ""Zur fidelen Laus"". Schokoladeausgabe. Auswertung von Spähtrupp-Ergebnissen. Panzer und Flakartillerie 8,8 cm bekämpfen sowjetische Stellungen. Einnahme eines brennenden Dorfes. Sowjetische Soldaten ergeben sich. Ein vergrabenes Lager von Stahlflaschen wird freigelegt. Baueinheiten errichten Schneezäune, um die Straßen vor Verwehungen zu schützen. Winterstürme, schemenhafte Truppenbewegungen."
8	8. Kriegseintritt der USA, Berlin, Deutsches Reich, 1941. Angetretene Ehrenformation. Reichstagsrede Adolf Hitlers am 11. Dezember 1941 über die Kriegserklärung an die USA. Hitler begibt sich mit Gefolge in den Reichstag. Unter den Zuhörern befinden sich der japanische Botschafter Hiroshi Oshima und der italienische Botschafter Dino Alfieri. Hitler spricht (kein Original-Ton), neben ihm Reichspressechef Otto Dietrich. Weitere Zuhörer: General Walter von Brauchitsch, Wilhelm Keitel, die Reichsminister Wilhelm Frick, Joseph Goebbels, Joachim von Ribbentrop, Großadmiral Erich Raeder.
9	9. Kriegseintritt der USA, Berlin, Deutsches Reich, 1941. Der japanische Botschafter Hiroshi Oshima bei Hitler in der Reichskanzlei. Oshima (in Zivil) fährt im Ehrenhof der Reichskanzlei vor und wird u.a. von Reichsminister Otto Meißner begrüßt. Empfang bei Hitler im Arbeitszimmer. Hitler überreicht ihm das Großkreuz zum Deutschen Adlerorden in Gold. Nahaufnahme des Ordens. Hitler und Oshima im Gespräch.
10	10. Kriegseintritt der USA, Berlin, Deutsches Reich, 1941. Botschafter Oshima (in Uniform) hält eine kurze Ansprache zum Kriegseintritt Japans (auf Deutsch).
11	11. Kriegseintritt der USA, Berlin, Deutsches Reich, 1941. Kartentrick: Pazifik, Anrainer. Darstellung der angeblichen Einkreisung Japans durch Großbritannien und die USA, sowie Japans Angriffsziele.
12	12. Militär, Japan, 1941. Der Kaiser von Japan Hirohito besichtigt zu Pferde Truppenverbände. Aufmärsche und Paraden. Kavallerie, Panzer, Infanterie und Kriegsmarine. Begleitet von jubelnder Menge. Rückblick auf die Kämpfe Japans gegen China. Japanische Landungstruppen. Artilleriefeuer. Bombenangriffe auf chinesische Städte durch ein- und zweimotorige Flugzeuge. Fallende Bomben und Einschläge aus Flugzeugperspektive. Wehende „Flagge der aufgehenden Sonne“ und feuernde Schiffsartillerie im Wechsel.
