chapter	content
Vorfilm	Tran und Helle, Kleiderkarte Tran und Helle in einem Bekleidungsgeschäft. Beide tragen Anzüge. Ein Verkäufer steht neben ihnen. Tran steht vor einem Tisch, der mit Kleidungsstücken überhäuft ist. Er nimmt einige in die Hand und wirft sie dann zurück auf den Tisch. Gespräch über die Kleiderkarte: Tran befürchtet, dass mit dem Kommen einer neuen diese verfällt. Helle erklärt, die alte Kleiderkarte bleibe weiterhin gültig. Er lobt die Spinnstoffversorgung, die trotz Krieg immer noch funktioniere und es der Regierung ermögliche, bereits neue Kleiderkartenabschnitte für zwei Monate auszugeben. Tran mutmaßt, dass es auf der neuen Kleiderkarte weniger Punkte gebe, so dass man weniger Kleidung dafür bekomme. Helle erklärt, die Anzahl der Punkte bleiben gleich. Laut dem Verkäufer werden bei einigen Kleidungsstücken in Zukunft mehr Punkte für deren Erwerb erforderlich seien. Tran fühlt sich in seiner Ansicht bestätigt, dass die neue Kleiderkarte Nachteile mit sich bringt. Helle und der Verkäufer sind gegenteiliger Meinung, da andere Kleidungsstücke wiederum weniger Punkte erforderten. Tran betont, er wolle keine Opfer bringen; er entrüstet sich über das Kartenwesen. Spöttische Kritik von Helle.
1	1. Kranzniederlegung am Ehrenmal für die Gefallenen des Krieges, Berlin, Deutsches Reich, 1940 Ehrenformation des Reichsarbeitsdienstes (RAD) mit geschulterten Spaten. Der Kommandeur des bulgarischen Arbeitsdienstes Oberst Ganew bei einer Kranzniederlegung vor dem Ehrenmal für die Gefallenen des Krieges in der Neuen Wache in Berlin. Uniformierte halten den großen Kranz bereit. Ganew, eskortiert von Militär, schreitet die Formation ab. Im Hintergrund ein Fotograf. Salutierende RAD-Männer. Ganew betritt die Neue Wache. Licht fällt durch das Oberlicht auf einen Wachsoldaten. Die Uniformierten legen den Kranz nieder. Weitere Kränze liegen auf dem Boden. Hitlergruß vor dem Ehrenmal. Zwei Schleifen auf dem Kranz mit den Aufschriften „Den deutschen Kameraden“ und „...Bulgarien“.
2	2. Tod von Paul Nipkow, Fernsehszenen, Deutsches Reich, 1940 Paul Nipkow, der Erfinder der Nipkow-Scheibe, ist im Alter von 80 Jahren gestorben. Nipkow zu Lebzeiten in einem Sessel. Blick in einen Fernsehbetrieb: eine tanzende Frau, die mit einer Kamera aufgenommen wird. Menschen im Kino, die diese Szene auf der Leinwand sehen. Ein Techniker am Mischpult, der die Szene verfolgt. Er trägt Kopfhörer. Hinter dem Mischpult drei Bildschirme. Drei Techniker an Geräten mit Armbinde mit Aufschrift „Deutsches Reichsprogramm“. Ein Mann auf einem Kamerawagen, der von zwei Männern geschoben wird, filmt ein Pferderennen. Zwei Männer, die das Pferderennen vor dem Fernseher verfolgen.
3	3. Bau von Stukas, Deutsches Reich, 1940 Ein Flugzeugwerk. Bau von Sturzkampfflugzeugen (Stuka Junkers Ju 87). Montage von Flugzeugmotoren; Endmontage der Stuka. Die fertiggestellten Flugzeuge werden aus der Halle nach draußen geschoben. Flugzeuge in einer Reihe auf dem Feld.
4	4. Herstellung von Bomben, Deutsches Reich, 1940 Fabrikhalle; ein Fabrikarbeiter bei der Arbeit. Herstellung einer Bombe: Gießen der Bombe, Bearbeitung in der Dreherei und Fräsen der Bombe. Fertige Bombenkörper werden zu Stapeln zusammengelegt. Ein Arbeiter fährt einen Satz Bomben zur Endbearbeitung. Montage der Heckflossen. Mehrere Arbeiter. Spritzen und Verpacken der Bomben. Eine Sendung von Bomben trifft auf einem Feldflugplatz ein; die Bomben werden an den Flugzeugen montiert.
5	5. Herstellung eines Eisenbahngeschützes, Deutsches Reich 1940 Das Werkstück kommt aus dem Ofen und wird mit Hilfe von Kränen zur Schmiedepresse gebracht. Ein Fabrikarbeiter gibt dem Kranführer Anweisungen. Weitere Arbeiter entfernen mit langen Stangen die Schlacke aus dem Inneren des Eisenbahngeschützes. Ein Dorn dient zum Hohlschmieden des Werkstückes. In der Schmiedepresse wird das Geschütz durch Zusammendrücken des noch formbaren Materials in die Länge gezogen. Die Rohlinge in der mechanischen Werkstatt; Fabrikarbeiter bei der Präzisionsbearbeitung eines Geschützrohres, das eingespannte Rohr. Nach der Fertigstellung Probeschüsse. Männer mit Munition.
6	6. Deutsche Soldaten nach der Eroberung im Elsass, Zivilverwaltung Elsass, 1940 Luftaufnahme eines Ortes im Elsass. Aufnahmen nach der Eroberung Frankreichs: Menschen laufen über eine Brücke; eine Pferdekutsche, von vorne aufgenommen. Kinder mit einer alten Frau. Deutsche Soldaten mit Schulkindern. Darstellung des Dorfes. Deutsche Soldaten bei Schießübungen, beim Kartoffelschälen und beim Waschen von Kleidungsstücken am Fluss.
7	7. Soldaten bei ihrer Freizeitbeschäftigung, 1940 Soldaten in Badehosen mit Schlauchbooten am Wasser. Sie rennen auf das Ufer zu. Die Schlauchboote werden ins Wasser geworfen. Paddelnde Soldaten. Ein Boot kentert. Soldaten beim Springen vom Sprungturm in einem Schwimmbad.
8	8. „Freimaurertempel“ in Paris, Frankreich, 1940 Das Innere eines „Freimaurertempels“ in Paris. Wandmalereien. Eine Büste; ein Gemälde an der Wand, das ein Porträt zeigt. Im Hintergrund deutsche Soldaten, die den Tempel besichtigen. Ein Soldat betritt einen Raum, in dem menschliche Schädel und ein Knochen auf einem Tisch liegen. An der Wand des Raumes die Aufschrift „V.I.T.R.I.O.L.“ Der Soldat schlägt mit dem Knochen auf den Tisch und legt ihn anschließend wieder zurück.
9	9. „Elendsviertel“ in Paris und Häuser in Deutschland, Frankreich/Deutsches Reich, 1940 Baufällige Häuser. Ein Mann läuft durch eine Gasse. Straßenschild: „Passage Valmy“. Die Hauswand dahinter hat einen großen Riss. Schwenk über Häuser und Hinterhöfe. Ein Kind schaut aus einem Fenster. Der Putz ist von einem der Häuser abgebröckelt. Mehrere Kinder, davon drei mit einem Spielzeugauto. Wäsche hängt auf einer Leine auf einem Feld mit wild wachsenden Pflanzen. Menschen vor einer Baracke. Im Vordergrund eine gespannte Wäscheleine. Zwei Jungen mit Zigaretten im Mund. Ein spielendes Kind. Ein alter Mann beim Essen, der vor einer Mauer im Freien sitzt, im Hintergrund provisorische Möbel und Wäsche auf einer Leine. Ein weiterer Mann beim Essen. Deutsche Einfamilienhäuser in einer Siedlung im Industrieort Laucha. Eine belebte Straße. Eine Familie, die aus einem Haus kommt. Das Haus ist mit einem niedrigen Zaun umgeben. Ein Schild: „Zum NSV-Kindergarten“ (Nationalsozialistische Volkswohlfahrt). Eine Frau mit Kinderwagen und einem Kind daneben, mehrere Kinder auf dem Weg zum Kindergarten. Der Kindergarten: Blick auf den Innenhof: Kinder rennen in den Hof. Mädchen auf der Wippe, Kinder auf der Schaukel und im Sandkasten. Kinder mit Spielsachen. Kinder auf einem Karussell.
10	10. Fahrunterricht der Motor-Hitlerjugend (HJ) im Hochlandlager Königsdorf, Deutsches Reich, 1940 Hochlandlager Königsdorf, das von der Motor-HJ eingerichtet worden ist. Wegweiser „Zum Hochlandlager 1 km“; Zwei Fanfarenbläser in HJ-Uniformen. Jede der Fanfaren ist mit einem Tuch behängt, auf dem ein „S“ steht. Jungen in Badehosen stürmen aus einem Zelt zum Waschen und Zähneputzen über einem langen Becken im Freien. Duschen im Freien. Die Jungen in Uniform. Suppe und Brot werden ausgeteilt. Verzehr des Essens vor einem Zelt. Fahrt auf Krafträdern im Gelände. Praktischer Fahrunterricht. Einige Jungen schieben ihre Krafträder einen Berg hinauf. Fahrt im Wasser.
11	11. U-Boot Schule der Kriegsmarine, Deutsches Reich, 1940 Unterricht; Auszubildende in weißer Kleidung sitzen in mehreren Reihen auf Stühlen. Blick über die Kadetten nach vorne; ein Ausbilder mit einem Zeigestock; links eine Tafel, rechts eine Karte mit Zeichnungen von U-Booten. Ein Kadett wird aufgerufen und erklärt den Aufbau eines U-Bootes. Das Innere eines U-Bootes mit Instrumenten. Ein Besatzungsmitglied steht davor und steuert. U-Boote an der Wasseroberfläche mit Besatzung. Die Besatzung eines U-Bootes steigt zu einer Tauchübung durch die Luke ins Innere. Die Luke wird verschlossen. Befehl zum Fluten der Tanks. Absinken des Bootes. Ein Besatzungsmitglied am Periskop. Blick durch das Periskop nach außen. Auftauchen des Bootes. Mannschaft auf der Brücke. Auf der Brücke ist die Flagge der Kriegsmarine angebracht. Blick über das Heck ins Fahrwasser.
12	12. Einsatz von Luftstreitkräften über Großbritannien, Frankreich/Großbritannien, 1940 Frontflugplatz in Nordfrankreich. Ein Mann läuft durch bewaldetes Gelände. Der Flugplatz; mehr Männer beim Kartenspiel, es handelt sich um Angehörige der Luftwaffe. Die Besatzungen der Flugzeuge werden mithilfe von Modellen im Erkennen feindlicher Schiffstypen geschult. Zahlreiche Schiffsmodelle auf einem großen Tisch, um den Tisch sind Feldwebel und Unteroffiziere versammelt. Die Staffelkapitäne erhalten von ihrem verwundeten Kommandeur einen Einsatzbefehl. Der Kommandeur setzt sich in einen Klappstuhl, um ihn die Kapitäne. Start der Flugzeuge (Dornier Do 217). Ein Geschwader am Himmel. Luftbilder; Blick durch ein Cockpit. Bombenhagel auf feindliche Schiffe. Fallende Bomben, Ausweichmanöver der Schiffe. Detonationen auf dem Wasser. Staffel (Heinkel He 111) in der Luft. Pilot in Großaufnahme. Die Küste Großbritanniens. Der Pilot gibt Zeichen an die Besatzung; Bombenabwurf über Großbritannien auf „kriegswichtige Anlagen“. Untermalung durch das Lied „Wir sind des Reiches leibhaftige Adler“.
