chapter	content
1	1. Reichsorganisationsleiter Ley besichtigt den Rohbau des KdF-Seebades Prora, Rügen, Deutsches Reich, 1940 Reichsorganisationsleiter Robert Ley bei der Besichtigung. Blick auf die Fassade des nahezu fertiggestellten Gebäudes der „Kraft durch Feude“ (KdF)-Organisation an der Ostseeküste.
2	2. Reichsorganisationsleiter Ley besichtigt einen Siedlungsbau in Stolzenberg, Reichsgau Danzig-Westpreußen, 1940 Ley besichtigt ein Modell von Siedlungsbauten in Stolzenberg bei Danzig. Bauarbeiten an Häusern. Baufällige polnische Häuser in Gotenhafen.
3	3. Brückenbau über die Weichsel bei Dirschau, Reichsgau Danzig-Westpreußen, 1940 Blick auf wiederhergestellte Eisenbahnbrücke. Bauarbeiten an einer neuen Straßenbrücke über die Weichsel als Teil der Reichsstraße 1.
4	4. Jahrestag des Reichsgaus Danzig-Westpreußen, 1940 Propagandaminister Joseph Goebbels wird auf einem Flugplatz von Gauleiter Albert Forster empfangen. Begrüßung durch die Bevölkerung.
5	5. Deutscher Tag in Bromberg, Reichsgau Danzig-Westpreußen, 1940 Nationalsozialistische Deutsche Arbeiterpartei (NSDAP)-Ortsgruppen werden im Stadion durch Gauleiter Albert Forster neue Sturmfahnen verliehen. Marsch durch die Stadt.
6	6. Einzug deutscher Truppen, Zivilverwaltung Elsass, 1940 Einzug von Teilen des Regimentes „Großdeutschland“ in eine Kleinstadt im Elsass. Begrüßung durch Kinder und Jugendliche. Parade in der Kleinstadt. Soldaten helfen der Bevölkerung bei der Arbeit auf Feldern und Weinbergen.
7	7. Bau neuer Feldflugplätze an der Ärmelkanalküste, Frankreich, 1940 Bau neuer Feldflugplätze an der Kanalküste durch die Wehrmacht und den Reichsarbeitsdienst (RAD).
8	8. Nachschub von Fliegerbomben an der Ärmelkanalküste, Frankreich, 1940 Nachschub von Fliegerbomben wird entladen und gestapelt. Bombengeschwader (Heinkel He 111) beim Start. Bomber (He 111 und Dornier Do 217) beim Flug nach England. Abwehr britischer Jäger. Luftkampf endet mit Abschuss einer britischen Maschine.
9	9. Bewachung von rumänischen Ölfeldern, Bukarest, Rumänien, 1940 Deutsche Kampfflugzeuge (Messerschmitt Bayrische Flugzeugwerke Bf 109 und Bf 110) über rumänischen Ölfeldern und Raffinerien. Landung der deutschen Jagdstaffel auf dem Flugplatz von Bukarest. Eintreffen von Zügen mit deutschem Militär und Material. Bewachung des Materials auf dem Bahnhof durch rumänische Soldaten. Entladen von Kraftwägen mit Proviant. Instruktionsoffiziere begeben sich zu einem rumänischen Stab.
10	10. Mussolini bei der Besichtigung motorisierter Armee-Einheiten, Venetien, Italien, 1940 Ministerpräsident Benito Mussolini besichtigt motorisierte Einheiten der Spezialtruppen der 6. Armee „Po-Armee“ (6ª Armata „Armata del Po“): Transportfahrzeuge, Kräder mit Maschinengewehren (MG) und Panzereinheiten (Fiat 3000). Abschreiten einer Front der angetretenen Einheiten. Truppen beim Marschieren. Weitere Truppen auf Transportern, motorisierte Artillerie (u.a. Cannone da 75/27 modello 11) und Tanketten (Carro Veloce CV 33).
11	11. Hitler empfängt Vizepräsident Laval, Compiègne, Frankreich, 1940 Adolf Hitler empfängt den Vizepräsidenten des französischen Ministerrates Pierre Laval. Empfang des Staatschef in Vichy Phillipe Pétain. Begrüßung durch Reichsaußenminister Joachim von Ribbentrop und Generalfeldmarschall Wilhelm Keitel. Hitler begrüßt Pétain.
12	12. Treffen von Hitler und Francisco Franco an der spanischen Grenze, Hendaye, Frankreich, 1940 Hitler mit Reichsmarschall Hermann Göring und Keitel im Zug unterwegs zur spanischen Grenze. Begrüßung auf dem Bahnhof Bayonne durch Schwestern des Deutschen Roten Kreuzes (DRK) und deutschen Militär-Einheiten. Begrüßung in Hendaye am Bahnhof durch Generalfeldmarschall Walther von Brauchitsch. Eintreffen von Spaniens Regierungschef Francisco Franco. Begrüßung. Abschreiten einer Ehrenformation. Blick auf eine Nachrichtenzentrale im Zug.
13	13. Zusammentreffen von Hitler und Mussolini in Florenz, Italien, 1940 Hitler im Sonderzug nach Florenz. Jubelnde Bevölkerung auf den passierten Bahnsteigen. Begrüßung in Florenz durch Mussolini und Außenminister Graf Galeazzo Ciano. Abschreiten einer Ehrenformation. Fahrt im offenen Wagen durch die Stadt zum Palazzo Vecchio an jubelnden Menschenmassen vorbei. Schlagzeile in einer Zeitung: „Saluto al Duce - Saluto al Führer“. Mussolini, Hitler, von Ribbentrop und Keitel werden auf einem Balkon des Palazzo Vecchio von einer Menschenmasse bejubelt.
