chapter	content
1	1. Fliegerangriff auf Murmansk, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Schematische Darstellung des Raumes um Murmansk im Norden der Sowjetunion. Beladen von Kampfflugzeugen (Junkers Ju 88). Bomben werden eingehängt und Flugzeuge betankt; Vorführung eines Adlers als Wappentier des Geschwaders. Die Flugzeuge im Formationsflug über dem Meer. Bombenabwürfe auf den Flugplatz und die Hafenanlagen von Murmansk. Einschläge in der Tiefe.
2	2. Pioniere beim Bau eines Überganges im Raum Ladogasee, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kavallerie beim Vormarsch. Brennendes Bauernhaus. Finnische Pioniere beim Bau eines behelfsmäßigen Überganges über einen Wasserlauf.
3	3. Luftangriff auf den „Stalinkanal“, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Schematische Darstellung Ladogasee und „Stalinkanal“ im Norden der Sowjetunion. Bombenangriff (Ju 88) auf die Schleusenanlagen. Einschläge in der Tiefe.
4	4. Besuch Hitlers im Hauptquartier der Heeresgruppe Süd, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Schematische Darstellung der südlichen Ostfront um Nikolajew. Besuch Adolf Hitlers im Hauptquartier der Heeresgruppe Süd. Hitler steigt aus seinem Transportflugzeug (Ju 52/3m) aus und wird von Generalfeldmarschall Gerd von Rundstedt sowie dem Chef der Luftflotte Generaloberst Alexander Löhr begrüßt; jubelnde Soldaten. Fahrt im Pkw zum Hauptquartier. Hitler werden Blumen von Krankenschwestern überreicht und er wird von Truppen umringt und umjubelt.
5	5. Einnahme von Nikolajew im Raum von Odessa, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Deutsche Infanterie und Fahrradabteilungen beim Vormarsch auf Nikolajew. Soldaten werden von der Bevölkerung begrüßt, Blumen und Brote werden verteilt. Einmarsch deutscher Truppen in der Ortschaft Worms. Einsetzung eines neuen Bürgermeisters. Deutsche Panzer III und IV beim Vorstoß auf Nikolajew. Ungarische Offiziere beim erklären deutscher Panzersoldaten des Verlaufes ihrer Stellungen. Am Unterlauf des Bug. Übergang über den Bug unter Schutz durch Maschinengewehre (MGs) und leichte Panzerabwehrkanonen (3,7 cm PaK 36). Sprengung einer Gleisanlage vor Nikolajew. Artilleriestellungen mit leichten Feldhaubitzen (10,5 cm leFH 18) eröffnen das Feuer. Brennendes sowjetisches Treibstofflager. Vormarsch von Infanterie und Panzern (Panzer III und IV) in breiter Front über ein Feld. Truppenvorstoß auf Nikolajew und die Stadt bei deren Einnahme. Hafen- und Werftanlagen u.a. mit einem Schlachtschiff an der Helling. Ausgebrannte Straßenbahn, zerstörte Eisenbahnzüge und Häuserschluchten. Wohnungen der Werftarbeiter; Verwaltungsgebäude in der Innenstadt; Bewohner von ärmlichen Unterkünften.
6	6. Schlacht um Gomel, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Schematische Darstellung des Raumes Smolensk – Gomel. Vormarsch bespannter Wagen über Knüppeldämme. Leichte Feldhaubitzen feuern auf sowjetische Stellungen. Brennender Eisenbahn- Transportzug und Waggons. Stoßtrupp auf einer Eisenbahn-Draisine zur Sicherung der Bahnlinie. Pioniere beseitigen eine Schienensperre mit einer Sprengladung. Vorgehen der Truppen u.a. unter Einsatz von Handgranaten. Beseitigung von Straßensperren. Vorstoß von Panzern (Panzer 38(t) und Panzer IV) über freies und unwegsames Gelände. Vorstoßende Truppen in einem Waldgebiet. Zerstörte sowjetische Panzer (KW-1) sowie anderes Kriegsgerät; Kontrolle von Ausweispapieren sowjetischer Kriegsgefangener. Kavallerie rückt nach. Zerstörte Häuser und Ruinen der Stadt Gomel nach der Einnahme am 19.08.1941.
7	7. Sammellager bei Gomel, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Sowjetischer Gefangenenzug und ein Sammellager. Frauen beim Kartoffelschälen; Vorführung einzelner Gefangener.
8	8. Besuch des Generalfeldmarschall Walther von Brauchitsch im Hauptquartier der Heeresgruppe Nord, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Brauchitsch wird durch Generalfeldmarschall Wilhelm Ritter von Leeb und Generaloberst Georg von Küchler vor dem Hauptquartier begrüßt. Einziehende Truppen in einer Ortschaft. Brauchitsch verabschiedet sich; Abflug des Transportflugzeuges (Fieseler Fi 156 „Storch“).
9	9. Einmarsch in Narwa, Estnische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Finnischer Meerbusen - Narwa - Nowgorod. Pferdebespannter Tross und Infanterie beim Vormarsch auf Narwa. Wasserfall; Stromschnelle; zerstörte Brücken. Brennende Häuser in der Stadt. Ordensburg (Hermannsfeste). Deutsche Truppen im Marsch aus der Stadt.
10	10. Kämpfe um Nowgorod, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Aufstieg eines Fesselballons. Übergang deutscher Soldaten, teils mit Fahrrad, über einen behelfsmäßigen Steg. Beschuss einer Industrieanlage durch leichte Feldhaubitzen vor Nowgorod. In Deckung gehende Truppen und Einschläge; feuernde getarnte Flugabwehrkanone (8,8 cm Flak); Vormarsch deutscher und verbündeter Truppen in die Stadt u.a. mit Sturmgeschützen (StuG III). Brennende Öltanks. Eroberte sowjetische Gräben und gefallene sowjetische Soldaten. Einmarsch deutscher Truppen in Nowgorod am 24.08.1941. Häuserruinen; Burganlage (Kirche der Fürbitte).
11	11. Ruhephase deutscher Soldaten, Sowjetunion, 1941 Truppen bei der Rast. Ein Lkw wird an einem Fluss gewaschen. Soldaten beim Baden.
12	12. Wartung und Überholung von Flugzeugmotoren in einem Fliegerhorst, Sowjetunion, 1941 Ruhende Flieger im Freien. Ein Soldat an einer Nähmaschine. Wartung von Flugzeugmotoren. Ein Hund wird gebadet. Ein Soldat spielt mit einem jungen Braunbären.
13	13. Stuka bombardieren die Eisenbahnlinie Leningrad – Moskau, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Sturzkampfflugzeuge (Stuka Ju 87) werden startklar gemacht. Auftanken der Flugzeuge; Einheiten des RAD (Reichsarbeitsdienst) beim Verladen der Bomben. Pilot steigt ins Cockpit und nimmt eine Kamera mit an Bord. Start der Flugzeuge; Formationsflug. Bombardierung der Eisenbahnlinie in einem Waldgebiet. Einschläge in der Tiefe.
14	14. Vormarsch deutscher Truppen, Sowjetunion, 1941 Verschiedene Verbände mit Infanterie, Fahrzeugen und Sturmgeschützen beim Vormarsch (unterlegt das Lied: „Nun brausen nach Osten die Meere ins russische Land hinein. Führer befiehl, wir folgen Dir...“).
