chapter	content
1	1. Staatsbegräbnis, Berlin, Deutsches Reich, 1941. Staatsbegräbnis zum Tode von Oberst Werner Mölders im Ehrensaal des Reichsluftfahrtministeriums in Berlin am 28.11.1941. Ritterkreuzträger der Luftwaffe halten die Ehrenwache am Sarg, u.a. Adolf Galland. Adolf Hitler und Hermann Göring erscheinen. Der Sarg wird hinausgetragen. Überführung zum Invalidenfriedhof. Marsch durch Berlin, am Brandenburger Tor entlang. Der Leichenzug auf dem Friedhof am Grabmal von Manfred von Richthofen vorbei. Der Sarg wird hinabgelassen. Soldaten schießen Ehrensalut. Göring grüßt am offenen Grab.
2	2. Antikominternpakt, Berlin, Deutsches Reich, 1941. 5. Jahrestag des Abschlusses des Antikominternpaktes in Berlin. Empfang der ausländischen Gäste durch Reichsaußenminister von Ribbentrop auf dem Anhalter Bahnhof und dem Flughafen Berlin Tempelhof. Begrüßung der Gäste: Erik von Scavenius - dänischer Außenminister, Prof. Vojtech Tuka - slowakischer Ministerpräsident, Dr. Mladen Lorkovic - kroatischer Außenminister, Prof. Mihai Antonescu - rumänischer Vizepräsident, Rolf Witting - finnischer Außenminister, Iwan Popoff - bulgarischer Außenminister.
3	3. Antikominternpakt, Berlin, Deutsches Reich, 1941. 25.11.1941: Empfang Ribbentrops im Kaiserhof anlässlich des 5. Jahrestages des Antikominternpaktes. Ribbentrop spricht vor den versammelten Gästen. Unter den Gästen u.a. Großadmiral Raeder, Goebbels, Frick, Rosenberg, der japanische Botschafter Oshima.
4	4. Antikominternpakt, Berlin, Deutsches Reich, 1941. Menschen vor der Reichskanzlei in der Wilhelmstraße. Auffahrt der Autokolonne in den Ehrenhof der Reichskanzlei. Ankunft der Gäste: Der japanische Botschafter Hiroshi Oshima, der italienische Außenminister Galeazzo Ciano, Graf von Cortellazzo mit Botschafter von Mackensen. Der spanische Außenminister Serrano Suner. Graf Ciano und der italienische Botschafter in Berlin, Dino Alfieri, in der Reichskanzlei. Der Staatsakt im Botschaftersaal, eröffnet durch von Ribbentrop. Pressevertreter. Weitere Teilnehmer: Prof. Vojtech Tuka - slowakischer Ministerpräsident, Prof. Mihai Antonescu - rumänischer Vizepräsident, Laszlo Bardossy - ungarischer Ministerpräsident, Francisco Franco - spanischer General/Führer, Wei Huan-Chang - Botschafter Mandschuko. Unterzeichnung der Verlängerung des Antikominternpaktes durch die Außenminister. Gruß von Ribbentrops in den Saal, die Gäste verlassen den Saal.
5	5. Antikominternpakt, Berlin, Deutsches Reich, 1941. Empfang der Außenminister durch Hitler. Folgende Minister wurden empfangen: Laszlo Bardossy - ungarischer Ministerpräsident. Rolf Witting - finnischer Außenminister, Iwan Popoff - bulgarischer Außenminister, Prof. Mihai Antonescu - rumänischer Vizepräsident, Prof. Vojtech Tuka - slowakischer Ministerpräsident, Erik von Scavenius - dänischer Außenminister, Dr. Mladen Lorkovic - kroatischer Außenminister, Galeazzo Ciano - Botschafter, Serrano Suner - spanischer Außenminister. Militärischer Vortrag durch General Alfred Jodl.
6	6. Logistik, Deutsches Reich, 1941. Kartentrick: Skandinavien, Norwegen, Schweden, Finnland. Verladen deutscher Truppen für den Einsatz an der finnischen Front. Soldaten begeben sich an Bord eines Transportschiffes. Tätigkeiten der Soldaten an Bord: Haare schneiden, Schuhe putzen, Rasieren. Torpedoboote und Zerstörer sichern den Geleitzug vor Angriffen. Essenausgabe an Bord. Soldaten beim Skatspiel.
7	7. Belagerung von Leningrad, Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Finnland, Sowjetunion, Leningrad, Tichwin. Munitionstransport für schwere Artillerie wird auf einem Schlitten herangezogen. Beschuss Leningrads durch schweren Mörser. Granateinschläge in der Stadt. Zielwechsel eines Geschützes. Gefecht. Einsatz von Granatwerfern. Maschinengewehr-Feuer. Infanterie in Schneehemden in vorderster Front. Soldaten im schneebedeckten Gelände.
8	8. Russlandfeldzug, Sowjetunion, 1941. Pioniere beim Bau von Unterkünften in einem Wald. Bäume werden gefällt, Blockhäuser errichtet. Schild: „Blockhaus zur lustigen Wanze“. Schild: „Blockhaus zur Schwarzen Laterne“. Soldaten richten sich ein. Eine alte Milchkanne wird zum Ofen umfunktioniert. Soldaten hören Schallplatten, schreiben Briefe und basteln Holzspielzeug. Ein Soldat fährt mit einem Krad, um die Briefe und Päckchen zum Feldpostamt zu bringen.
9	9. Feldpost, Deutsches Reich, Europa, 1941. Sortieren der Feldpostsendungen auf dem Feldpostamt. Stempeln der Briefe. Verladen der Postsäcke in Eisenbahnwaggons. Sortieren der Feldpostsendungen auf einem Postamt. Bilder aus einem Postamt. Kartentrick: Europa, Weltkugel. Lastkraftwagen der Feldpost fahren über verschlammte sowjetische Straßen. Postausgabe bei einer Einheit.
10	10. Logistik, Russlandfeldzug, Sowjetunion, 1941. Vorbereitung zum Bau einer neuen Rollbahn durch den Reichsarbeitsdienst. Vermessungsarbeiten. Zwangsarbeit sowjetischer Kriegsgefangener zur Begradigung des Geländes. Mit Ziegeln wird der Unterbau hergerichtet. Ziegel werden mit Hämmern zerkleinert.
11	11. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Krim, Sewastopol, Simferopol, Jalta, Jaila-Gebirge, Asowsches Meer, Kertsch. Bahndamm über den Tartarengraben angelegt. Ein Zug fährt mit Baumaterialien über den Bahndamm. Lastkraftwagen- und Pferdekolonnen auf der Nachschubstraße am Fuße des Jaila-Gebirges (Sprecher). Gefechte. Artilleriebeschuss. Flak 8,8 cm. Granateinschläge. Infanterie im Gelände. Kertsch ist gefallen (Sprecher).
12	12. Afrikakorps, Tobruk, Libyen, 1941. Kartentrick: Nordafrika, Mittelländisches Meer, Tripolis, Bengasi, Derna, Tobruk, Bardia, Sollum, Marsa Martuk. Schlacht vor Tobruk seit Mitte November 1941. Lagebesprechung deutscher und italienischer Offiziere. Flak 8,8 cm feuert auf britische Stellungen. Deutsche Panzer IV in Bereitstellung. Infanterie steigt auf Panzer, Panzer in Fahrt. Gefecht. Infanterie stürmt vor. Ein Panzer durchbricht eine Drahtsperre. Einsatz von Flammenwerfern in der Dunkelheit.
