chapter	content
1	1. Staatsbegräbnis, Berlin, Deutsches Reich, 1941. Staatsbegräbnis für Reichsminister Hanns Kerrl; Trauerfeier im Mosaiksaal der neuen Reichskanzlei. Ehrenwache am Sarg des Toten, der mit der Reichskriegsflagge bedeckt ist. SA-Standartenführer hält schwarzes Kissen, behangen mit den Orden des Verstorbenen. Reichsmarschall Hermann Göring spricht den Hinterbliebenen sein Beileid aus. Der Sarg, flankiert von hohen Kerzenleuchtern, steht vor herabhängender Hakenkreuzfahne. Göring lässt den Kranz Hitlers niederlegen. Trauergäste stehend und grüßend. Blick auf die Schärpe des Kranzes.
2	2. Staatsbegräbnis, Wien, Österreich, 1941. Trauerfeier für Generalfeldmarschall Eduard Freiherr von Böhm-Ermolli auf dem Heldenplatz in Wien. Soldaten auf Pferden. Generalfeldmarschall Wilhelm Keitel legt den Kranz Hitlers nieder. Blick auf die Schärpe des Kranzes. Formierung der anwesenden Truppen zum Trauerzug durch die Straßen Wiens. Soldaten tragen Kränze voran. Es folgt die Lafette mit dem Sarg. Bevölkerung säumt die Straßen.
3	3. Propaganda, Wien, Österreich, 1941. Journalistentagung im Wiener Palais Schönborn; Reichspressechef Otto Dietrich spricht auf einer Journalistentagung im Wiener Palais Schönborn vor Delegationen aus Deutschland, Österreich, Ungarn, Italien, Bulgarien, Rumänien, Slowakei und Kroatien anlässlich der Gründung der Union nationaler Presseverbände. Blick auf einen Kronleuchter. Schwenk zu den Zuhörern. Dietrich am Rednerpult. Einzelne Delegierte in der Nahaufnahme. Beifall am Ende der Rede.
4	4. Faschismus, Berlin, Deutsches Reich, 1941. Besuch von Anton Adriaan Mussert, dem Leiter der niederländischen nationalsozialistischen Bewegung, in der Reichskanzlei. Hitler schüttelt ihm und seinen Begleitern die Hand.
5	5. Russlandfeldzug, Sowjetunion, Finnland, 1941. Kartentrick: Sowjetunion, Finnland, Leningrad, Helsinki, Salla, Murmansk. Finnische Pferdeschlitten mit nachfolgenden Fußtruppen ziehen durch verschneites Waldstück. Transport von Geschützen mit dem Auto. Biwak: Soldaten sitzen um ein Lagerfeuer. Soldaten auf Skiern; Lagebesprechung mit Karte. Soldaten laufen durch den Wald. Einschläge. Getarnte finnische Artilleriestellung im Gefecht. Zerschossener sowjetischer Panzer und erbeutete Geschütze.
6	6. Belagerung von Leningrad, Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Finnland, Leningrad. Transport von Artilleriegeschützen mit Pferdegespann. Flakartillerie 8,8 cm im Erdkampf. Waffen-SS im Gelände. Feuernde Geschütze; Einschläge. Gefecht. Erbeutete Gewehre mit Gewehrgranaten. Gefallene sowjetische Soldaten.
7	7. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Raum vor Moskau, Wjasma, Kaluga, Tula, Brjansk, Orel. Deutsche Nachschubkolonnen mit Pferdefuhrwerken ziehen durch verschneites Gelände, darunter ein Küchenwagen. Soldaten mit vereisten Gesichtern. Sprecher ruft zur Abgabe von Wintersachen auf. Ein Essenträger geht durch den Schnee zu einer Beobachtungsstelle. Geschütze in Ruhestellung. Schneewehen fegen über das Land. Ein Funktrupp legt Fernsprechleitungen und befestigt die Drähte an Holzmasten. Deutsche Infanterie geht in offenem Gelände vor. Gefecht um einzelne Häuser. Infanteriewaffen werden eingesetzt; Laden und Abfeuern der Infanterie. Panzer werden herangezogen. Mehrere Panzer fahren über eine Brücke. Flakartillerie beschießt sowjetische Stellungen. Brennende Häuser. Mechanisierte Infanterie und Panzer 38t fahren durch eine brennende Ortschaft. Gefangene sowjetische Soldaten. Ein Verwundeter wird auf einem Pferdeschlitten transportiert.
8	8. Russlandfeldzug, Sowjetunion, 1941. Flugzeuge am Himmel. Flakartillerie beschießt Flugzeuge. Ein abgeschossenes, brennendes Flugzeug.
9	9. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Sowjetunion, Halbinsel Krim, Perekop, Simferopol, Sewastopol, Feodosija, Kertsch, Asowsches Meer. Stellungswechsel einer Flakbatterie mit Flak 8,8 cm. Geschütze werden auf gepanzerten Kettenfahrzeugen abtransportiert. Aufgeweichte Straßen halten die Kolonne auf. Deutsche Truppen ziehen durch Kertsch (Sprecher); Soldaten auf Pferden. Die Hafenanlagen der Stadt Kertsch; Verladeeinrichtungen und Bahnanlagen stehen in Flammen oder sind zerstört. Die Stadt Kertsch. Schwere Artillerie feuert. Laden und Abfeuern der Artillerie. Infanterie im Gefecht in der Nacht, Leuchtspurgeschosse. Infanterie hinter einem Berg. Deutsche Stellung auf dem Fort Balaklava. Ablösung eines Maschinengewehr-Schützen. Soldaten beim Essen. Beobachtung mit Scherenfernrohr. Blick auf Sewastopol. Ritterkreuzträger Oberstleutnant Müller in der Nahaufnahme. Oberstleutnant Müller überreicht das Eiserne Kreuz einem Soldaten.
10	10. Afrikakorps, Italien, Afrika, 1941. Kartentrick: Afrika. In einem süditalienischen Hafen: ein Schiff wird mit einem Kettenfahrzeug und Säcken beladen. Auslaufen des Transportschiffes. Blick auf die Schiffsbesatzung. Soldaten beim Essen. Italienische Schnellboote. Schiffe des Geleitzuges. Ankunft in einem Hafen in Afrika.
11	11. Afrikakorps, Afrika, 1941. General Erwin Rommel auf seinem Gefechtsstand in Afrika bei einer Lagebesprechung. Vorgehen der Kampfverbände im Wüstengelände. Ihre Bewegungen werden durch Rommel mit Feldstecher und Fernrohr beobachtet. Einschläge britischer Artillerie. Ein Soldat gräbt sich ein. Rauchwolken am Horizont. Flakartillerie schießt auf britische Flugzeuge. Brennendes Flugzeug am Boden. Rommel stehend im offenen Wagen mit Feldstecher. Artillerie verschiedener Kaliber feuert; am Horizont Rauchwolken. Laden und Abfeuern der Artillerie. Eine Kolonne britischer Kriegsgefangener. Britische Soldaten in einem Sammellager, einige in der Nahaufnahme.
