chapter	content
1	1. 52. Geburtstag von Adolf Hitler am 20.04.1941 im Führersonderzug, Mönichkirchen, Niederdonau, Ostmark, 1941 Im Sonderzug: Generalfeldmarschall Wilhelm Keitel überbringt die Glückwünsche des Führerhauptquartiers. Anwesend: Reichsleiter Martin Bormann, Albert Speer und Gesandter Walther Hewel. Reichsmarschall Hermann Göring trifft ein. Begrüßung durch Bormann, General Karl Bodenschatz, Wilhelm Keitel, Generalfeldmarschall Walther von Brauchitsch und Oberbefehlshaber der Kriegsmarine Erich Raeder. Göring beglückwünscht Hitler. Hitler nimmt weitere Glückwünsche entgegen. Meldung durch den Kommandeur des Führerbegleitbataillons. Abschreiten der Ehrenfront. Soldaten in der Nahaufnahme. Reichspressechef Otto Dietrich in der Nahaufnahme. Göring hält vor dem Führersonderzug eine Ansprache. Die Militärkapelle spielt. Hitler im Gespräch mit einem verwundeten Offizier der Fallschirmjäger, im Hintergrund Martin Bormann. Hitler gibt Autogramme. Hitler im Gespräch mit o.g. Personenkreis, Reichsführer SS Heinrich Himmler und Reichsaußenminister Joachim von Ribbentrop.
2	2. Truppenbewegungen und Rast in einer Oase, Italienisch-Libyen/Ägypten, 1941 Kartentrick des Kontinents Afrika. Start von Kampfflugzeugen (Junkers Ju 88) auf einem Feldflugplatz. Flug über Wüste und Oasen nach Tobruk. Italienische Kamelreiter mit Gewehren in der Wüste. Rast einer deutschen Einheit in einer Oase. Soldat liegt unter Palmen in einer Hängematte und schläft. Soldaten beim Reinigen einer leichten Panzerabwehrkanone (3,7 cm PaK 36) und Fahrzeugüberholung. Soldat beim Trinken. Filtern von Trinkwasser aus den Zisternen. Soldaten holen Wasser aus einem Brunnen und waschen sich. Weiterer Vormarsch motorisierter deutscher Verbände Richtung Sollum. Panzertruppen beim Vorrücken (Sturmgeschütz StuG III und Panzer II). Hinweis des Sprechers, dass Sollum nach 12 Tagen genommen wurde und die Kyrenaika zurückerobert ist. Eine Kolonne englischer Gefangener auf der Straße nach Darna (Derna) aus vielen Perspektiven.
3	3. Einmarsch deutscher Truppen der 14. Panzer-Division am 10.04.1941 in Agram, Jugoslawien, 1941 Kartentrick von Jugoslawien. Die Bevölkerung winkt den deutschen Truppen zu. Die Straßen und Plätze voller Schaulustiger. Zivilisten entfernen ein serbisches/jugoslawisches Hoheitszeichen und zertrampeln es mit den Füßen. Ausgabe von Karabinern an den „kroatischen Selbstschutz“ (in Zivil, Sprecherton). Offiziere treffen mit dem Auto ein und gehen in ein Gebäude. General Slavko Kvaternik und Ante Pavelić in der Nahaufnahme. Vereidigung auf den neuen kroatischen Staat.
4	4. Vorrückende motorisierte Verbände an der Südostfront, Bulgarien/Belgrad, Jugoslawien, 1941 Motorisierte Verbände der „Heeresgruppe von Kleist“ rücken von Bulgarien über Nisch auf Belgrad vor. Kartentrick: Jugoslawien, Belgrad. Verbände der Waffen-SS gehen von Norden und Westen aus gegen Belgrad vor. Vorrückende Panzer III und Infanterie. Löscharbeiten an einer brennenden Holzbrücke. Motorisierte Verbände fahren an serbischen Gefangenen vorbei. Feuernde leichte 2 cm Flugabwehrkanone (Flak) auf einem Halbkettenfahrzeug. Kriegsopfer. Serbische Verwundete werden von deutschen Sanitätern verbunden. Gruppen von serbischen Soldaten am Wegesrand mit erhobenen Händen. Artilleriebeschuss. Offizier spricht zu angetretenen Soldaten.
5	5. Rast im Raum Jugoslawien, 1941 Deutsche Soldaten bei der Rast, darunter Krad- und Panzermelder. Büchsenverpflegung; beim Ausruhen. Ein Panzer wird von einem Unteroffizier betankt. Ein Rad von einem Panzer wird aufgepumpt.
6	6. Panzerparade vor dem jugoslawischen Parlament, Belgrad, Königreich Jugoslawien, 1941 Generaloberst von Kleist nimmt vor der Skupština (dem jugoslawischen Parlament in Belgrad) den Vorbeimarsch seiner Truppen ab; Panzer II und III und Halbkettenfahrzeuge mit 8,8 cm Flak fahren vorbei.
7	7. Kampf um eine Ortschaft und jugoslawische Stellungen, Königreich Jugoslawien, 1941 Artillerie (leichte Feldhaubitze 10,5 cm leFH 18) und 8,8 cm Flak beim Feuern. Panzer II und III in einem zerstörten Dorf. Blick auf die jugoslawischen Stellungen. Blick auf eine besetzte Ortschaft. Beschuss. Generaloberst Paul von Kleist gibt Anweisungen. Infanterie und Fahrzeuge in den Straßen der Ortschaft. Zerstörte Pferdewagen. Tote Pferde. Gefallener Soldat auf einem Feld.
8	8. Weiterer Vormarsch und Gefecht, Königreich Jugoslawien, 1941 Zerstörtes serbisches Kriegsgerät. Kradstaffel, motorisierte und bespannte Einheiten der Waffen-SS beim Vorrücken über verschlammte Straßen. Kradmelder der SS wird aus dem Schlamm gezogen. Infanterie durchkämmt eine Ortschaft; Straßenkampf; ein serbischer Soldat ergibt sich. Karabiner wird zerstört. Anbringen von Wegweisern an einem Baum. Zivilisten werden nach Waffen untersucht. Serbische Gefangene marschieren durch die eingenommene Stadt. Kradmelder mit Zigarette in der Nahaufnahme. Panzer und Krad fahren durch die Straße. Serben ergeben sich auf einem Feld. Vorführung eines gefangenen, laut Sprechertext, „jüdischen Offiziers“. Fahrzeuge (u.a. ein Sonderkraftfahrzeug Sd.Kfz. 265 „Panzerbefehlswagen“) fahren durch Wasser und Schlamm. Kradschützen im Kampf um ein Dorf. Beschuss mit Maschinengewehr. Fahrzeuge beim heranfahren. Gehöfte werden durchsucht, Gruppen von serbischen Soldaten werden gefangen genommen. Verwundeter wird an der Hand verbunden. Durchsuchung eines Maisberges, Auffinden von PaK-Munition. Ein Panzer II überfährt Kriegsmaterial. Panzer III und IV fahren durch die Straßen eines Dorfes, am Straßenrand viel zerstörtes Kriegsmaterial und verlassene Geschütze. Gefangene werden abgeführt. Brennende Häuser.
9	9. Vormarsch nach Belgrad, Königreich Jugoslawien, 1941 Fahrzeuge im Vormarsch auf Landstraßen nach Belgrad. Straßenschild „Beograd 81.4 km“. Fahrzeugkolonnen auf den Weg nach Belgrad. Die Stadtgrenze von Belgrad ist erreicht.
10	10. Flug über Belgrad nach der Einnahme am 12.04.1941, Königreich Jugoslawien, 1941 Zerstörte Donaubrücken, die Festung Belgrad, Bahnhof, zerstörte Häuser, zerstörte Kaserne, zerstörtes Generalstabsgebäude. Fahrt deutscher Truppen durch das zerstörte Belgrad. Eine angetretene deutsche Infanterieeinheit.
