chapter	content
1	1. Deutsche Luftraumverteidigung, unbekannter Ort, Deutsches Reich Deutsche Vorpostenboote auf Sicherungsfahrt. Bomber in der Luft. Deutsche Flugabwehrartillerie der Schiffsbewaffnung eröffnet das Feuer. Ein Flugzeug stürzt getroffen ab. Warnmeldung über anfliegende Flugzeuge wird per Funk an den Befehlsstand eines Flugsicherungskommandos weitergegeben. Start deutscher Nachtjäger, deutsche Flugabwehrbatterien beschießen ein Flugzeug im Scheinwerferkegel der deutschen Flugabwehr. Blick in den Befehlsstand der Nachtjäger, ein Pilot erhält Weisungen. Durch das Visier eines Flugzeuges ist eine gegnerische Maschine zu erkennen. Nächtlicher Luftkampf mit Flugzeugen. Abschuss eines Flugzeugs durch einen deutschen Nachtjäger. Die Trümmer abgeschossener Flugzeuge. Ein schwer beschädigter viermotoriger Bomber nach einer Notlandung auf einem Getreidefeld. Auf einem Schrottsammelplatz werden zahlreiche Trümmer abgeschossener Flugzeuge gezeigt.
2	2. Bayreuther Festspiele, Bayreuth, Deutsches Reich Bühnenfestspiele in Bayreuth 1943 für Verwundete. Eintreffen von Sonderzügen mit Verwundeten, Fronturlaubern und Rüstungsarbeitern auf dem Bahnhof. Vor dem Festspielhaus stehen SS-Obergruppenführer Felix Steiner und Reichsjugendführer Arthur Axmann. Programmzettel wird händisch in die Kamera gehalten: „Bühnenfestspiele Bayreuth, Freitag den 16. Juli 1943, ´Die Meistersinger von Nürnberg´, Inszenierung: Heinz Tietjen, Musikalischen Leitung: Hermann Abendroth, Bühnenbild: Wieland Wagner, Chöre: Gerhard Steeger“. Liste der Darsteller, u.a. Paul Schöffler als Hans Sachs. Ausschnitte aus der Vorstellung mit Massenszene der Darsteller. Fallender Vorhang.
3	3. Wildwasserfahrt, Bad Tölz, Deutsches Reich Die Isar bei Bad Tölz. Holzflößer in Tölz auf der Isar. Vergnügungsfahrt für Verwundete. Fahrt durch den Isarfloßkanal flussabwärts nach München. Männer in feuchtfröhlicher Umgebung, teilweise mit Musikinstrumenten (Blechblasinstrumente).
4	4. Kreuzfahrtromantik, Ostsee Ostseeurlauber und Verwundete der Front bei Leningrad fahren mit Schiffen des Seedienstes Ostpreußen nach Deutschland. Sonnenbad an Deck, Skatspiel, Soldaten trinken Bier.
5	5. Besatzungsszenen in Thessaloniki, Griechenland Generalfeldmarschall Erwin Rommel trifft im Flugzeug auf einem Flugplatz bei Saloniki ein. Begrüßung einiger Offiziere. Ankunft in Saloniki. Besichtigung der Stadt. Deutsche Panzer und Schützenpanzer rollen durch Saloniki. Deutsche Panzerbesatzungen baden im Ägäischen Meer, im Hintergrund am Strand die abgestellten Panzer im Spalier. Küstenwache mit Küstenbatterie.
6	6. Schlacht im Atlantik, Seekrieg, unbekannter Ort Das U-Boot des Eichenlaubträgers Kapitänleutnants Brandi kehrt vom Einsatz zurück. Begrüßung der Mannschaft an Bord und Auszeichnung eines Maats mit dem Deutschen Kreuz in Gold.
7	7. Lufttransportlogistik, unbekannter Ort Start von Lastenseglern auf einem Feldflugplatz, Abwerfen des Fahrgestells, Flug. Die Lastensegler werden von Do 17-Maschinen mit Truppennachschub zum Zielort gen Süden geschleppt. Ausklinken des Schleppseils am Zielort und Niedergleiten des Seglers. Glatte Landung. Entladen des Seglers. Soldaten steigen aus und laden Waffen und Material ab.
8	8. Deutscher Fallschirmjägereinsatz auf Sizilien, Italien Deutsche Transportgeschwader Ju 52 im Tiefflug über der Straße von Messina. Fallschirmjäger springen über Sizilien ab. Nach der Landung sammeln sich die Fallschirmspringer und beziehen die Stellungen. Abwehr eines alliierten Angriffs. Schwere Feldhaubitzen (Sprecher:) „am Fuße des Ätna“ feuern. Gefangene alliierte Soldaten.
9	9. Rückzugsoperation, Orel, Sowjetunion Räumung der Stadt durch deutsche Truppen. (Sprecher: „Frontverkürzung“), LKW- und Panzerkolonnen fahren durch die Stadt. Deutsche Kampf-, Sturz- und Jagdgeschwader (u.a. Ju 87) im Luftangriff auf Ziele. Bombenabwürfe von Sturzkampfflugzeugen aus. Deutscher Panzer beschießen eine gegnerische Höhenstellung. Deutsche Nebelwerfer-Batterien werden geladen und feuern. Grenadiere werden in ihre neuen Stellungen eingewiesen. Gefecht in einem Dorf. Zerstörte sowjetische Panzer, andere Waffen und Gefallene. Gefangene sowjetische Soldaten.
10	10. Luftangriffe, Bjelgorod, Sowjetunion Start deutscher Flugzeuge vom Typ Messerschmitt 110. Flug zum Einsatz nach Bjelgorod. Bombenabwürfe und Bordwaffenfeuer auf Bjelgorod. Luftkampf mit sowjetischen Jägern. Abwehr durch Bordwaffen. Abschüsse. Flugzeugabstürze.
