chapter	content
1	1. Besichtigung einer PK zum 60.Geburtstag von Generaloberst von Küchler, Deutsches Reich, 1941 Generaloberst Georg von Küchler trifft im Pkw (Mercedes-Benz) ein. Salutierend schreitet er eine Ehrenkompanie des Heeres ab. Im Gespräch mit Soldaten. Besichtigung eines Übertragungswagens der Funkberichter und einer Filmkamera einer Propagandakompanie (PK).
2	2. Rommel besichtigt Stellungen in der Cyrenaika, Italienisch-Libyen, 1941 Ein Flugzeug (Fieseler Fi 156 „Storch“) überfliegt ein Deutsches Lager an der Front vor Tobruk. Generalfeldmarschall Erwin Rommel landet. Begrüßung und Gespräch mit deutschen und italienischen Offizieren. Der italienische General Italo Gariboldi trifft im Pkw ein und wird von Rommel begrüßt. Lagebesprechung an der Karte im Freien. Besichtigung der Stellungen vor Tobruk, Soldaten in Schützenlöchern. Rommel besichtigt einen eroberten Bunker und einen britischen Panzer (Cruiser Tank) mit der Aufschrift „Churchill“. Rommel bei der Telefonübermittlung eines Angriffsbefehles an eine Artillerieeinheit in der Nachrichtenstelle. Beschuss feindlicher Stellungen durch eine Batterie von leichten Feldhaubitzen (10,5 cm leFH 18). Rommel beobachtet durch den Feldstecher die Einschläge.
3	3. Deutscher Stoßtrupp bringt gefangengenommene britische Truppen zurück, Cyrenaika, Italienisch-Libyen, 1941 Marsch der englischen Gefangenen durch die Wüste mit erhobenen Händen. Deutsche Soldaten mit geschulterten Maschinengewehren (MGs). Mittagsrast: Soldaten essen, trinken und rauchen, Rommel isst und trinkt im Wagen sitzend. Soldaten sitzen und liegen im Schatten von Fahrzeugen auf dem Wüstenboden. Schlafende Soldaten.
4	4. Deutscher Stoßtrupp beim Gegenangriff auf britische Panzer und Feldstellungen beim Vormarsch auf Tobruk, Cyrenaika, Italienisch-Libyen, 1941 Fahrt einer Fahrzeug-Kolonne (Halbkettenfahrzeug mit leichter 2 cm Flak und italienische L3/35 und M13/40 Panzer) durch die Wüste. Unterlegt das Lied: „Panzer rollen in Afrika vor...“. Abgesperrtes Gelände mit dem Hinweisschild „Vorsicht Minen!“. Deutsche Stoßtrupps in Bereitschaftsstellung. Besetzung des freigekämpften Geländes durch Infanterie. Soldaten mit Maschinengewehren Granaten und einer Panzerbüchse beim Einrichten von Geschützstellungen. Leiche Infanteriegeschütze (7,5 cm leIG 18) werden in Stellung gebracht und abgefeuert. Ein verwundeter Geschützführer beim Nachladen. Staffel Sturzkampfflugzeuge (Stuka Junkers Ju 87) beim Abwurf von Bomben. Einschläge am Boden. Am Horizont ein brennender englischer Panzer, Abwehrgeschütze feuern. Sturzflüge und Bombenabwürfe eines Stuka auf Tobruk.
5	5. Kreuzer im Flottenverband mit dem Schweren Kreuzer „Admiral Scheer“ im Atlantischen Ozean, 1940 Schiffe bei der Fahrt im Südatlantik: darunter leichte Kreuzer der Nürnberg Klasse und Zerstörer. Der Ausguck auf dem Posten. Handelsschiff kommt am Horizont in Sicht. Schuss vor den Bug zum Stoppen eines Schiffes. Kanonenrohre der Schiffsartillerie. Aufblättern des Schiffsregisters: norwegischer Tanker unter englischer Flagge. Das Prisenkommando setzt über und geht an Bord. Die Besatzung. Untersuchung des bewaffneten Tankers. Niederholung der englischen Flagge und Hissen der deutschen Kriegsflagge. Ein Kameramann der PK bei der Arbeit an Bord. Ein Matrose gibt Fahnensignal. Start des Bordflugzeugs (Arado Ar 196) zum Aufklärungsflug durch Katapultstart. Der Kommandant Kapitän Theodor Krancke wartet mit Feldstecher in der Hand auf die Ergebnisse des Aufklärers, Marinesoldaten in Wartehaltung auf dem Ausguck. Landung des Flugzeuges. Alarm an Bord zum Angriff auf den Geleitzug „HX 84“ am 05.11.1940. Betriebsamkeit an Deck, es wird klar Schiff zum Gefecht gemacht. Schiffsartillerie wird ausgerichtet. Beschuss des Hilfskreuzers „Jervin Bay“, der die Frachtschiffe in Deckung zu nehmen versucht, mit Bordartillerie. Brennende und sinkende Frachtschiffe in der Ferne, dann aus der Nähe. Hilfskreuzer wird getroffen und sinkt. Besatzungen der versenkten Schiffe werden von Prisenkommandos geborgen und an Bord gebracht. Die Gefangenen an Deck. Unterlegt das Lied: „Wir fahren gegen Engeland“. Treibgut auf dem Meer u.a. Flugzeugteile und Kriegsmaterial. Weiterfahrt der deutschen Marineeinheiten. Der schwere Kreuzer „Admiral Scheer“. Die gesetzten Abschuss- und Siegeswimpel.
6	6. Kartentrick über die strategische Bedeutung von Kreta, Griechenland, 1941 Räumliche Darstellung der Insel Kreta mit den Städten Chania, Kandia (Iraklion, Heraklion) und der Suda-Bucht. Hinweis auf die Reste der griechischen und englischen Truppen, die sich auf Kreta zurückgezogen haben. Zeichentrick über die Luftlinienentfernungen nach Tobruk, Alexandria und Beirut.
7	7. Einsatzvorbereitungen eines Transportgeschwaders auf einem Feldflugplatz für die „Operation Merkur“, Griechenland, 1941 Flugzeuge auf einem Feldflugplatz in Griechenland, darunter Transportflugzeuge (Ju 52/3m). Befehlsausgabe an Fallschirmjäger eines Transportgeschwaders der Luftwaffe um einen Kartentisch herum. Der Kommodore weist den Flugzeugführer in die Karte ein. Soldaten reinigen Gewehre und verstauen sie in einer Versorgungsbombe. Verladen der Versorgungsbomben in eine Ju 52/3m. Ausgabe und Ladung von Schwimmwesten und Kriegsmaterial. Im fahrbaren Befehlsstand erfolgt, über Fernschreiber, der Befehl zum Angriff. Weitergabe des Befehls zum Gefechtsstand durch einen Kradfahrer mit Beiwagen, Fahrt über den Flugplatz hinweg vorbei an Flugzeugwracks. Beifahrer des Krads läuft mit dem Befehlspapier in der Hand zu Holzhütten, Schild mit der Aufschrift „Gefechtsstand“. Unterweisung der Formationsführer durch den Kommodore anhand von Luftbildaufnahmen an einem Kartentisch. Luftlandetruppen und Fallschirmjäger machen sich zum Einsatz fertig, Helme und Fallschirme werden angelegt und festgezurrt. Sie begeben sich nacheinander an Bord einer Transportmaschine. Ein Bordgeschützführer macht Zielübung. Lange Reihe von Transportflugzeugen.
8	8. Stuka-Angriff auf britische Befestigungen am 20.05.1941, Kreta, Griechenland, 1941 Fahnensignal und Start einer Transportmaschine. Flug über das Ägäische Meer nach Kreta. Luftbilder vom Meer und Berglandschaft im Hintergrund, Flugbilder und Aufnahmen aus dem Inneren der Transportmaschine, u.a. Cockpit und Mannschaft im Laderaum. Stuka greifen englische Befestigungen an der Küste von Kreta an. Detonationen. Häuser im Tiefflug gefilmt. Absprung der Fallschirmjäger über dem Einsatzziel, schwebende Fallschirme über Feldern und Wäldern auf Kreta. Bilder vom Rückflug über die Ägäis. Abwehr eines englischen Jägers mit dem Bordgeschütz einer Ju 52/3m. Flug der Transportmaschinen über Piräus, Athen und die Akropolis. Landung auf dem griechischen Einsatzflughafen, u.a. eine Ju 52/3m mit angeschossenem Fahrgestell. Beschädigungen an Tragfläche und Fahrwerk. Der Pilot der angeschlagenen Maschine schildert mit Schwimmweste um den Hals seine Erlebnisse.
9	9. Absprung von Fallschirmjägern am 20.05.1941, Kreta, Griechenland, 1941 Zum Start neuerlicher Angriffswellen streifen Gebirgsjäger auf Einsatzflughafen Schwimmwesten über und begeben sich nacheinander an Bord einer Ju 52/3m. Start der Transportmaschinen. Pilot beim Steuern. Blick durch Fadenkreuz des Bordgeschützes. Tiefflug über die Küste Kretas, über Felder und Wälder. Absprung der Fallschirmjäger über Kreta. Einsammeln der Fallschirme nach der Landung. Zerstörer (Messerschmitt Bayrische Flugzeugwerke Bf 110) greifen englische Stellungen auf der Insel an. Brennendes englisches Flugzeug. Fallschirmjäger in einer eroberten englischen Stellung. Flugplatz in Máleme nach der Einnahme: Viele zerstörte englische Flugzeuge und Einschusslöcher an einem Flugzeugrumpf.
10	10. Gebirgsjäger und Fallschirmjäger am 21.05.1941 auf dem Flugplatz von Máleme, Kreta, Griechenland, 1941 Granateneinschlag auf dem Flugplatz. Stehende und parkende Transportflugzeuge. Gelandete Gebirgsjäger- und Fallschirmjäger-Einheiten sammeln sich vom Feldflugplatz kommend zum Abmarsch. Die Einheiten mit Marschgepäck in felsigem Gelände in verschiedenen Perspektiven.
