chapter	content
1	1. Der deutsche Hilfskreuzer „Kormoran“ bei der Versenkung des griechischen Frachtdampfers „Antonis“ am 06.01.1941 im Atlantischen Ozean, 1941 Deutscher Hilfskreuzer „Kormoran“ auf Angriffsfahrt im Atlantik. Stoppen des griechischen Frachtdampfers „Antonis“. Das Prisenkommando setzt über und geht an Bord. Matrosen an Deck des Schiffs. Übernahme der Besatzung des Dampfers und eines Klaviers. Versenken der „Antonis“ durch Sprengung. Das Schiff versinkt in den Fluten. An Bord des deutschen Hilfskreuzers sind Gefangene aus vielen Ländern. Sichtung eines weiteren englischen Frachters. Stoppschüsse veranlassen das Frachtschiff zum Halten, die Mannschaft geht in die Boote. Funkzeichen durch eine Richtfunkantenne. Versenken des Frachters mit Schiffsartillerie. Einschläge im Schiffskörper. Übernahme der Gefangenen. Das sinkende Schiff. Kameramann der Marine-Propagandakompanie (PK) bei der Arbeit. Treibgut des gesunkenen Schiffes auf dem Meer. Kriegsflagge der Kriegsmarine.
2	2. Abwehr eines englischen Luftangriffs auf ein deutsches Verpflegungslager des Afrikakorps in der Wüste, Kyrenaika, Italienisch-Libyen/Ägypten, 1941 Lager mit Lebensmittelnachschub für das Afrikakorps: Beladen von Lkws mit Lebensmittelkisten. Leichte 2 cm Flugabwehrkanone (Flak) und 8,8 cm Flak nimmt angreifenden englischen Bomber unter Beschuss. Das abgeschossene und bis auf den Rumpf ausgebrannte Flugzeugwrack. General der Flieger Hans Geisler überreicht Luftwaffensoldaten das Eiserne Kreuz; beim Gratulieren und im Gespräch.
3	3. Erwin Rommel beim Besuch deutscher Truppen in der Kyrenaika, sowie weiterer Vormarsch und Kampf des Afrikakorps auf dem Weg nach Sollum, Italienisch-Libyen/Ägypten, 1941 Landung des Flugzeuges (Fieseler Fi 156 „Storch“). General Erwin Rommel entsteigt der Maschine. Lagebesprechung an der Karte mit Generalmajor Friedrich Wilhelm von Prittwitz und Gaffron. Beobachtung der Fahrzeugkolonnen beim Vorgehen nach Sollum: darunter Panzerspähwagen (Sonderkraftfahrzeug Sd. Kfz. 232 und 222), Kräder und VW-Kübelwagen (u.a. mit leichter Flak). Spitze der Verbände bei der Abwehr eines englischen Panzerangriffs durch deutsche und italienische Panzerabwehrkanonen (PaK)-Einheiten (20 mm Breda Model 35 und 47 mm Cannone da 47/32); Detonationen und Brände. Schwenks über zerstörte und in Brand geschossene englische Panzer. Kameraschwenk über gefangene britische Soldaten in einem Sammellager auf dem Boden sitzend. Gruppen und einzelne Gesichter. Weiterer Vormarsch von deutschen Verbänden mit Fahrzeugen unter großen Staubwolken durch die Wüste: darunter Motorräder mit Beiwagen, Panzerwagen, Pkw, Geschütze und Kettenfahrzeuge. Unterlegt das Lied: „Panzer rollen in Afrika vor...“.
4	4. Hitler empfängt vom 19.04. – 24.04.1941: König Boris III., Außenminister Graf Ciano und Miklós Horthy im Führerhauptquartier an der Südostfront, Ostmark, 1941 Schneebedeckte Berglandschaft, im Vordergrund der Führerzug an der Südostfront (des Balkanfeldzuges): Adolf Hitler bei Besprechung mit einem Mitarbeiter vor dem Zug. Hitler geht vor dem Zug auf und ab, Offiziere im Hintergrund. Empfang von König Boris III. von Bulgarien am 19.04.1941. Begrüßung und Gang zum Führerzug; mit Diplomat Franz von Papen bei einer Besprechung an einer Karte. Verabschiedung des bulgarischen Königs durch Hitler und u.a. Generalfeldmarschall Wilhelm Keitel und Reichsaußenminister Joachim von Ribbentrop. Empfang des italienischen Außenminister Galeazzo Ciano, der einem Pkw entsteigt. Hinweis darauf, dass Ciano und Ribbentrop von Wien aus kommen. Ciano und Ribbentrop verlassen den Salonwagen des Führerhauptquartiers. Ciano winkt und begibt sich in den Pkw. Hitler steht winkend in der Tür des Zuges. Generalität im Gespräch. Ankunft des ungarischen Reichsverwesers Miklós Horthy im Führerhauptquartier am 24.04.1941. Begrüßung durch Hitler und Keitel und Betreten des Führerzuges. Besprechung zwischen Hitler und Horthy am Tisch im Salonwagen. Keitel im Gespräch u.a. mit General Karl Heinrich Bodenschatz und dem Leiter der Parteikanzlei Martin Bormann. Verabschiedung Horthys durch die Generalität und Hitler. Abfahrt im Pkw.
5	5. Deutsche Pioniere setzen am Eisernen Tor in Schlauchbooten über die Donau, Jugoslawien, 1941 Deutsche Pioniere laufen am Ufer der Donau und lassen ein Schlauchboot zu Wasser. Überfahrt und Anlegen an einer Ufermauer. Pioniere gehen im Laufschritt an Land und suchen hinter Bäumen und Gestrüpp Deckung. Beschuss. Zerstörte Gleisanlage; Gehöft. Auf einem kleinen Bahnhof in einer Ortschaft: Eroberung einer unter Dampf stehenden Lokomotive, die mit Abzugsleinen versehen ist. Gefangengenommene serbische Soldaten werden abgeführt. Hissen der Reichskriegsflagge auf dem Bahnhofsgebäude. Soldat salutiert, Pioniere beobachten die Flaggenzeremonie.
6	6. Entwaffnung der serbischen Truppen und Besetzung einer bosnischen Stadt nach der Kapitulation Jugoslawiens am 17.04.1941, Jugoslawien, 1941 Serbische Soldaten durchqueren einen kleineren Fluss und ergeben sich mit erhobenen Händen, teilweise tragen sie weiße Tücher. Sammelstelle für erbeutete Handfeuerwaffen. Deutsche Soldaten reichen Gewehre von Mann zu Mann weiter und stapeln sie sowie leichte Maschinengewehre (MG (ZB vz. 30)). Durchsuchung der Gefangenen nach kleineren Waffen: darunter Dolche. Marsch der gefangenen Serben; Gefangenenzug. Ausgabe von Brot und Suppe an die Gefangenen durch das Deutsche Rote Kreuz (DRK). Großes Sammellager für Gefangene. Gesichter einzelner Gefangener; Menschenmasse; deutsche Fahrzeuge auf einer Landstraße beim Vorgehen. Einmarsch deutscher Truppen: Fahrzeugkolonne mit Pkw, Lkw und Panzerspähwagen (Sd.Kfz. 222) rollt durch die Straßen einer bosnischen Stadt; Bevölkerung steht teilnahmslos am Straßenrand; einzelne Bürger; Frauen in Gewand. Soldat im Gespräch mit einheimischem Mann. Hissen der Reichskriegsflagge.
7	7. Entfernen der Marmortafel zur Erinnerung an den Thronfolgermord von 1914 in Sarajewo, Jugoslawien, 1941 „Volksdeutsche“ in Kluft marschieren mit mehreren Holzleitern durch die Straßen von Sarajewo, dabei der Führer der Gruppe Karl Hamm. Hinweis auf das Attentat auf den österreichischen Thronfolger Erzherzog Franz Ferdinand am 28.06.1914. Die Marmortafel wird abgehangen. Hinweis auf die Innschrift: „An dieser historischen Stätte erkämpfte Gavrilo Princip Serbien die Freiheit“. Übergabe der Tafel an die deutsche Wehrmacht in Sarajewo: deutsche Soldaten vor der Tafel am „Princip-Kai“. Tafel in Nahaufnahme.
8	8. Deutsche Verbände auf dem Vormarsch über Kavalla zu den Inseln Thasos und Lemnos im Ägäischen Meer, Griechenland, 1941 Karte zeigt Griechenland. Verbände des Heeres und der Kriegsmarine beim Vorgehen zur Küste durch Wasserhindernis und auf Landstraßen: darunter Panzer III, Pkw, Lkw und Motorräder. Lautsprecherdurchsagen der Propagandakompanie für die Einwohner von Kavalla. Truppenverbände setzen nach den griechischen Inseln Thasos und Lemnos über. Soldaten marschieren in Thasos.
9	9. Italienische Truppen beim Marsch und Kampf im albanisch-griechischen Grenzgebirge auf dem Weg nach Epirus, Albanien/Griechenland, 1941 Kameraschwenk über Gebirgslandschaft mit Passstraße im albanisch-griechischen Grenzgebiet. Italienische Truppen beim Vorrücken durchs Gebirge nach Epirus, um sich dort mit den von Norden vorstoßenden deutschen Verbänden zu treffen. Italienische Artillerie feuert auf griechische Stellungen an einem Berghang. Detonationen und Infanterieangriff.
10	10. Kampf der SS-Leibstandarte „Adolf Hitler“ um Ioannina und treffen mit italienischen Verbänden am 21.04.1941, Griechenland, 1941 Kartentrick zeigt Stellungen vor Ioannina an. Artilleriebeschuss auf die Ortschaft Ioannina aus verschiedenen Perspektiven. Vorgehen von SS-Kradschützen und italienischen Truppen mit Motorrad auf Landstraßen. Vereinigung der deutschen und italienischen Truppen in einer Ortschaft. Italienische Kriegsflagge in Nahaufnahme. Übergabe einer italienischen Kriegsflagge aus Fahrzeug heraus an deutsche Kradschützen, Händeschütteln.
