chapter	content
1	1. Produktion in einem japanischen Rüstungsbetrieb, Japan, 1941 In einer Werkshalle wird ein Block glühenden Stahls einem Ofen entnommen. Formen werden ausgegossen. Schmieden, Drehen und Fräsen von Geschützrohren. Arbeiter beim Fräsen in der Granatendreherei. Frauen befüllen Fliegerbomben. Weitertransport mit Lastenkran. Die fertiggestellten Bomben.
2	2. Japanische Kadetten erhalten ihre Offiziersdiplome in Toyooka, Japan, 1941 Kasernentor einer japanischen Militärakademie. Kaiser Hirohito trifft mit einem Auto auf dem Kasernengelände ein und fährt an salutierenden Einheiten vorbei. Der Kaiser steht mit militärischem Gruß auf einem Podest unter einem Baldachin. Die Kadetten treten einzeln vor, verbeugen sich und erhalten von einem Offizier die Diplome ausgehändigt.
3	3. Anton Mussert besichtigt Wehrabteilungen in Utrecht, Reichskommissariat Niederlande, 1941 Trommeln. Der Leiter der „Nationalsozialistischen Bewegung der Niederlande“ (Nationaal-Socialistische Beweging NSB) Anton Mussert fährt in einem offenen Pkw grüßend an Einheiten von Wehrabteilungen, Formationen der niederländischen SS und Jugendgruppen der NSB vorbei. Mussert nimmt etwas erhöht stehend die Parade der Einheiten und Jugendgruppen ab, darunter eine weibliche Gruppe. Zuschauer aus der Bevölkerung und Gruppen deutscher Soldaten stehen an den Straßenrändern von Utrecht. Aufmarsch.
4	4. Hitler verleiht SS-Hauptsturmführer Klingenberg das Ritterkreuz auf dem Berghof, Obersalzberg, Deutsches Reich, 1941 Der Kompanieführer eines Kradschützenbataillons, SS-Hauptsturmführer Fritz Klingenberg, trifft auf dem Berghof ein und wird von Adolf Hitler am 15.04.1941 empfangen. Im Gespräch am runden Tisch. Hinweis auf Klingenbergs Verdienst bei der Besetzung der Stadt Belgrad. Anlegen des Ritterkreuzes und Gratulation. Fotoaufstellung, dann Verabschiedung.
5	5. Antrittsbesuch des ersten kroatischen Gesandten Branko Benzon bei Hitler am 08.05.1941, Berlin, Deutsches Reich, 1941 Am Eingang der Neuen Reichskanzlei wird Branko Benzon in Empfang genommen. Begrüßung der kroatischen Delegation untereinander. Soldaten des Wachregiments. Benzon und seine Begleiter durchschreiten den Hof und einen langen Gang im Gebäude der Reichskanzlei. Benzon wird vom Chef der Präsidialkanzlei Otto Meissner begrüßt. Dann Begrüßung und Übergabe des Beglaubigungsschreibens durch Hitler. Hitler mit Benzon an einem runden Tisch im Gespräch, im Hintergrund sichtbar sitzt Reichsaußenminister Joachim von Ribbentrop.
6	6. Fest einer Stuka-Staffel in Kroatien, Jugoslawien, 1941 Kameradschaftsabend bei einer Sturzkampfflugzeug (Stuka Junkers Ju 87)-Staffel in Kroatien mit der Bevölkerung der umliegenden Dörfer. Deutsche Soldaten beim Essen und Trinken an langen Holztischen im Freien. Tanz der Soldaten mit einheimischen Frauen.
7	7. Nachschublieferung im Hafen von Piräus, Griechenland, 1941 Vor Anker liegende Schiffe im Hafen von Piräus. Ein deutsches Transportschiff liefert Nachschub an Kriegsmaterial für die Besatzungstruppen in Griechenland. An Land stapeln deutsche Soldaten Kisten mit Munition und Granaten.
8	8. Gefangenenlager, Griechenland, 1941 Gefangene in einem Sammellager: Große Menschenmengen separiert auf einem Platz. Einzelne Gefangene und Gruppen von Gefangenen, darunter Briten, Inder und Araber. Offiziere serbischer Truppenteile. Eine Gruppe emigrierter Juden. Menschenmasse.
9	9. Walther von Brauchitsch bei Truppenbesichtigungen, Griechenland, 1941 Der Oberbefehlshaber des Heeres Generalfeldmarschall Walther von Brauchitsch im offenen Pkw bei der Fahrt am Kanal von Korinth. Auf einem Freigelände bei der Begrüßung von Offizieren und Abschreiten der Formation einer deutschen Panzerabteilung vom Balkan. Besuch in einem Lager der deutschen Gebirgsjäger am Ägäischen Meer. Soldaten beim Sport und beim Baden, von Brauchitsch schreitet mit seinen Begleitern über einen am Badebereich verlaufenden Steg. Pferde in der Schwemme, Soldaten reiten und voltigieren im Wasser. Brauchitsch im Gespräch mit Offizieren am Tisch im Freien.
10	10. Flieger beim Segeln in der Ägäis, Griechenland, 1941 Ein Segelschiff auf dem Ägäischen Meer. Segel wird gesetzt. Deutscher Soldat am Steuerrad. Das Schiff bei Sonnenuntergang auf hoher See, die Soldaten musizieren und singen an Deck.
11	11. Deutsche Soldaten besichtigen antike Stätten in Delphi, Griechenland, 1941 Ankunft deutscher Soldaten im offenen Pkw. Bei der Besichtigung die Tempelanlage von Delphi. Ansichten Gebirgslandschaft und Häuser im Berghang. An einem Aussichtspunkt der Stadt: Soldaten sitzen auf einem Geländer. Ein Mädchen überreicht einem von ihnen einen Blumenstrauß. An einem Tisch, auf dem Motorrad und in einem offenen Pkw sind Soldaten mit griechischen Kindern im Gespräch, ein Soldat kauft Orangen.
12	12. Produktion von Junkers-Kampfflugzeugen in Dessau, Deutsches Reich, 1941 Werkshalle mit endloser Reihe von im Bau befindlichen Maschinen. Arbeiter führen die Montage eines Kampfflugzeuges (Ju 88) nach dem Taktsystem durch: Verschraubung der Kabinenwände, Verkabelung, die Flugzeugrümpfe, Komplettieren der Glaskanzeln, Rotationsvorgang an der Montagestraße, Maschinen rücken um einen Platz weiter und Fortsetzung der Montage. Abtransport zur Endmontage. Anbau der Tragflächen. Triebwerkeinbau und Aufsetzen der Propeller. Überprüfung des Fahrwerkes. Fertige Maschinen werden aus den Montagehallen herausgezogen. Start einer Staffel zum Angriffsflug von einem Feldflugplatz. Blick aus dem Flugzeuginnern durch eine Glaskanzel. Die Fliegerstaffel.
13	13. Bau von Schnellbooten auf einer Werft, Deutsches Reich, 1941 In der Werfthalle: Kiellegung; Einsetzen von Schotten und Spanten; Vermessung und Bau der Außenhaut; Bearbeitung der Außenhaut. Anstrich der Boote im Freien. Ein fertiges Boot wird mittels Kran zu Wasser gelassen. Totale des Schnellbootes. Übernahme von Torpedos für die erste Probefahrt. Die Mannschaft macht klar Schiff. Verabschiedung durch Werftarbeiter. Innenaufnahmen des Schnellbootes: Kommandobrücke und Maschinenraum; Großaufnahme des Schiffstelegrafen (Hersteller „Fritz Hecht“); der Motorblock. Verband bei der Fahrt auf hoher See.
14	14. Deutsche Fernkampfartillerie an der Ärmelkanalküste, Militärverwaltung in Belgien und Nordfrankreich, 1941 Ziele in Dover und englische Geleitzüge im Kanal werden mit Artillerie beschossen: eine getarnte Fernkampfbatterie wird abgefeuert, geladen und wieder abgefeuert. Soldaten auf einem sich drehenden Eisenbahngeschütz (28 cm Kanone 5 (E)) beim Laden. Aufrichten des Geschützes, angewinkelt in den Himmel gerichtet. Soldaten schauen durch Ziel- und Scherenfernrohre; mehrfaches Abfeuern. Laden eines stationären Geschützes. Artilleriefeuer von mehreren getarnten Geschützstellungen an der Küste.
15	15. Deutsche Kriegsmarine im Golf von Biskaya, Frankreich, 1941 In einem Einsatzhafen an der französischen Küste legen Soldaten eine Netzsperre gegen Unterseeboote (U-Boot). Bojen werden ins Wasser gelassen. Minensuchboote laufen aus. Fahrt des Verbandes bei rauer See in der Biskaya. Eine Kommandobrücke: das Steuerrad und der Schiffskompass. Wellen schlagen über eine Reling. Der Verband bei starkem Wellengang. Matrosen beim Mittagessen an Deck. Ausbringen des Räumgerätes. Ein Soldat gibt Fahnensignal. Sprengung der Minen, Detonationen im Wasser. Markierung des geräumten Streifens mit Bojen.
16	16. Vorpostenboot an der Küste, Deutsches Reich, 1941 Marinesoldat sieht durch ein Fernglas und gibt Alarm. Soldaten begeben sich zu einer Flugabwehrkanone (Flak) des Bootes. Englische Bomber (Bristol Blenheim) greifen das Schiff an. Kapitän kommt an Deck und schaut durch einen Feldstecher. Flakfeuer. Detonation im Wasser. Flugzeug unter Beschuss. Abstürzen des Flugzeugs; Aufschlag auf das Wasser; das versinkende Wrack.
17	17. Luftkrieg gegen England über dem Ärmelkanal, Frankreich, 1941 Oberleutnant Joachim Müncheberg wird von zwei deutschen Fliegersoldaten in seiner Pilotenkanzel vergurtet. Deutsche Jagdflugzeuge (Messerschmitt Bayrische Flugzeugwerke Bf 109) starten zum Angriffsflug gegen England. Flugbilder über dem Ärmelkanal aus verschiedenen Perspektiven. Luftkampf: Jagd auf englische Jagdflugzeuge (Hawker Hurricane). Abschuss eines Flugzeuges durch Müncheberg (unterlegt das Lied: „Wir fliegen gegen Engeland...“). Hinweis auf 40. Flugzeugabschuss durch Müncheberg. Abstürzende Maschine.
