chapter	content
1	1. Großkundgebung der französischen Freiwilligenlegion in Paris, Frankreich, 1941 Großkundgebung der französischen Freiwilligenlegion in einem gefüllten, mit Spruchbändern geschmückten Saal in Paris.
2	2. Flämische Freiwillige verlassen Brüssel, Militärverwaltung in Belgien und Nordfrankreich, 1941 Die „ersten flämischen Freiwilligen“ marschieren beim Verlassen von Brüssel mit einer Standarte durch die Straßen. Der Weg führt zum Bahnhof. Sie werden von der Menschenmasse verabschiedet.
3	3. Vereidigung von dänischen Freiwilligen in Hamburg, Deutsches Reich, 1941 Vereidigung der „ersten Freiwilligen“ des zusammengeschlossenen SS-Freikorps „Danmark“ durch Fahneneid.
4	4. Besuch der Verbände durch Mussolini in Rom, Italien, 1941 Mussolini besichtigt angetretene Truppenverbände vor dessen Einsatz an der Ostfront. Abschreiten der Ehrenfront.
5	5. Die ersten italienischen Truppen im Südabschnitt der Ostfront, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Transportfahrzeuge auf Landstraßen mit italienischen Truppen und Geschützen.
6	6. Der rumänische Staatsführer besucht die eigenen Truppen, Rumänien, 1941 Der rumänische Staatsführer General Ion Antonescu besichtigt rumänische Einheiten und begrüßt Soldaten. Rumänische Truppen werden donauabwärts zur Fahrt nach Ismail eingeschifft. Getarnte Schiffe setzen über. Sammeln der Verbände am Ufer.
7	7. Deutsche und rumänische Pioniere beim Brückenschlag über den Dnjestr, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Soldaten tragen Schwimmelemente und Balken. Eine getarnte Flugabwehrkanone (8,8 cm Flak) auf einer Fähre. Fertigstellung der Brücke. Truppen ziehen mit Pferden über die neue Pontonbrücke.
8	8. Einnahme eines Dorfes und Bergung von Kriegsmaterial, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 8,8 cm Flak beim Marsch durch die Ukraine. Ein brennendes Dorf wird erreicht. Vorstoß der Einheiten mit einer leichten 2 cm Flak. Verwundeter deutscher Soldat wird verbunden. Vorgehen der Truppen. Ein eingenommener sowjetischer Transportzuge mit Panzern und Panzerteilen (u.a. T-26 und T-28). Verlassene sowjetische Batteriestellung mit Pferden.
9	9. Kampfeinsätze in der Ukraine, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Ungarische und slowakische Verbände mit deutschen Truppen bei einem Vorstoß. Feuerndes Maschinengewehr (MG Schwarzlose) bei einem Sturmangriff auf ein Gehöft. Leichtes Infanteriegeschütz (7,5-cm leIG 18) und Panzerbüchse (Solothurn S-18/100) im Einsatz. Sich ergebende sowjetische Truppen werden aus dem Gehöft abgeführt.
10	10. Unter Generalfeldmarschall von Rundstedt stehende motorisierte Verbände kämpfen sich durch verschlammte Straßen, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Verschiedene Fahrzeuge u.a. mit einer leichten Flak und einer Panzerabwehrkanone (5 cm PaK 38) und ein Panzer IV beim Vorgehen im Schlamm. Soldaten beim Reinigen ihrer Waffen. Truppenteile in einem verwüsteten Dorf.
