chapter	content
1	1. Staatsakt für den am 29.01.1941 verstorbenen Reichsjustizminister Dr. Franz Gürtner, Berlin, Deutsches Reich, 1941 Der geschmückte Sarg im Mosaiksaal der Neuen Reichskanzlei; Reichsinnenminister Dr. Wilhelm Frick bei der Trauerrede; Adolf Hitler legt einen Kranz nieder und kondoliert der Witwe (unter den Trauergästen sind auch Staatssekretär Franz Schlegelberger und Reichsminister Rudolf Heß); Justizbeamte tragen den Sarg hinaus.
2	2. Hitler empfängt den ungarischen Honvéd-Minister Károly Bartha, Berlin, Deutsches Reich, 1941 Eintreffen des ungarischen Verteidigungsministers Károly Bartha im Hof der Neuen Reichskanzlei (vor einer Ehrenformation); Begrüßung durch Reichsminister Otto Meißner. Im Gespräch mit Hitler.
3	3. Hitler empfängt eine japanische Offiziersabordnung, Berlin, Deutsches Reich, 1941 Eintreffen einer japanischen Offiziersabordnung unter Leitung von General Yamashita Tomoyuki im Hof der Neuen Reichskanzlei; Hitler begrüßt Yamashita und die einzelnen Offiziere.
4	4. Achter Jahrestag der Machtergreifung Hitlers, Berlin, Deutsches Reich, 1941 Menschenmenge vor den Toren des Sportpalastes. Einzug der Sturmabteilungs (SA)-Standarten und der Fahnenträger in die voll besetzte Halle; Ankunft Hitlers; Generalfeldmarschall Wilhelm Keitel begrüßt Reichsorganisationsleiter Dr. Robert Ley; Hitler beim Abschreiten einer angetretenen Ehrenformation; Hitler auf der Tribüne. Propagandaminister Joseph Goebbels am Rednerpult; Hitler am Rednerpult bei seiner Rede und Reaktionen der Zuhörer (auf der Tribüne sind u.a. Rudolf Heß, stellvertretender Gauleiter Berlins Arthur Görlitzer, Ley, Generalfeldmarschall Walther von Brauchitsch, Reichsleiter Alfred Rosenberg, Wilhelm Frick und Reichsminister Bernhard Rust); die Menge singt am Ende das Deutschlandlied.
5	5. Deutsche Skimeisterschaften in Spindelmühle, Deutsches Reich, 1941 Spezialsprunglauf: Skifahrer führen mehrere Sprünge durch, der letzte Sprung von dem Sieger des Wettbewerbs (Weltmeister Josef Bradl).
6	6. Starker Eisgang auf der Weichsel, Generalgouvernement, 1941 Stilliegende Schiffe. „Polnischer Baudienst“ (Baudienst im Generalgouvernement) beim Freischaufeln der Straßen; Einsatz von Schneepflügen; Straßenbahn mit Schneepflug.
7	7. Aufzug der Deutschen Wache in Kopenhagen, Dänemark, 1941 Deutsche Wacheinheit marschiert mit klingendem Spiel durch die Straßen.
8	8. Beschuss des Hafens von Dover von der Ärmelkanalküste aus, Militärverwaltung in Belgien und Nordfrankreich, 1941 Fernkampfartillerie im Einsatz: Ausrichten, Laden und Feuern der Geschütze.
9	9. Luftangriff auf britische Handelsschiffe, Frankreich / Großbritannien, 1941 Ein Kurier landet mit einem Transportflugzeug (Fieseler Fi 156 „Storch“) vor dem Gebäude eines Kampfgeschwaders; er überbringt einen Einsatzbefehl. Piloten bei einer Besprechung mit dem Geschwaderkommandeur. Bomber (Focke Wulf Fw 200 C „Condor“) in der Dämmerung auf dem Rollfeld; Start und Flug über dem Kanal; Bombardierung britischer Handelsschiffe im Tiefflug an der Felsenküste Schottlands; das brennende Schiff; Bombardierung eines weiteren Schiffes.
10	10. Hilfskreuzer beschießt englische Handelsschiffe, Atlantischer Ozean, 1941 Hilfskreuzer in tropischen Gewässern; Mannschaft bei Putzarbeiten; ein Albertos auf dem Deck; Musterung der Besatzung durch den Kapitän; Übung mit Signalflaggen. Sportfest an Bord: Hindernislauf; Kastensprung; Tauziehen; Reckturnen; Boxen; „Stierkampf“. Sichten eines englischen Handelsschiffes: Kreuzer gibt Flaggensignal; Beschuss des Handelsschiffes; Besatzung wird an Bord des Kreuzers geholt; Untersuchung des Gepäcks der Gefangenen. Beisetzung eines britischen Seemannes. Reparaturarbeiten an Bord. Kommandant zeichnet einzelne Besatzungsmitglieder aus. Gefangene an Deck. Sichten eines weiteren Frachtschiffes: Flaggensignal und Beschuss; Besatzung des Dampfers klettert von den Rettungsbooten an Bord des Kreuzers; das sinkende Schiff (unterlegt ist das Lied: „Denn wir fahren gegen Engeland...“).
