chapter	content
1	1. Tauchsportler beim Fischfang, unbekannter Ort, 1943. An einer Küste spannt ein Mann eine Harpune und legt Schwimmflossen an. Anlegen der Tauchermaske. Eine Frau schärft einen Dreizack. Der Mann, die Frau und ein Junge gehen ins Wasser und tauchen. Bilder einer Unterwasserkamera. Der Junge fängt einen Fisch mit der Hand. Ein Fisch wird harpuniert.
2	2. Schädlingsbekämpfung, Deutsches Reich, 1943. Vorführung eines Gerätes zur Schädlingsbekämpfung in der Landwirtschaft. Ein Mann schnallt sich eine Stromquelle auf den Rücken und setzt Insekten über einen Stab mit Glaskolben elektrischem Strom aus. Die Tiere stellen unter dem Stab die Bewegung ein. Einsatz an Weinreben und einem Baumstamm.
3	3. Alte Automobile, Deutsches Reich, 1943. Schild: ‚HORCH-1905/06 4 ZYL. 23/40 PS‘. August Horch wurde 75 Jahre alt (Sprecher). Der Automobilkonstrukteur Dr. August Horch erklärt an einem alten Horch-Automobil etwas im Motorraum. Schild: ‚AUDI WAGEN AUS DEM JAHRE 1914, gewann im gleichen Jahre unter persönlicher Führung von Dr. Horch die Internationale Alpenfahrt. 4 Zyl. – 35PS – 95 km/st.‘ Verschiedene weitere Automodelle.
4	"4. Indische Freiwilligen Legion, Deutsches Reich, 1943. Der indische Freiheitskämpfer Subhash Chandra Bose schreitet zusammen mit deutschen Offizieren die Front der Indischen Freiwilligen Legion ab. Indische Soldaten mit Wehrmachtsuniform und Turban. Die Fahne der Legion mit einem abgebildeten Tiger und der Inschrift ""Azad Hind"". Der Ärmelschild der Legion mit einem Tiger und der Aufschrift ""Freies Indien"". Eine Abordnung ist zur Vereidigung vorgetreten. Die Soldaten heben die Hand zum Schwur. Soldaten der Legion auf dem Marsch mit Fahrzeugen. Manöver mit Infanteriegeschütz, Mörser und Maschinengewehr."
5	"5. Besiedlung im Wartheland, Polen, Deutsches Reich, 1943. Ein Schild an einem Bauernhof: ""So ehrt das Wartheland seine Frontsoldaten"". Der Hof wird Hauptmann Gerhard Hein, Träger des Ritterkreuzes mit Eichenlaub, übergeben. Hein und seine Frau empfangen Brot und Salz. Besichtigung des Hofes. Auf einem Platz sind Abordnungen von Hitlerjugend und dem Bund deutscher Mädel angetreten. Auf einem geschmückten Erntewagen stehend übergibt der Gauleiter des Warthelandes Arthur Greiser den Hof an das Ehepaar. Hein besichtigt mehrere Pferde."
6	6. Heeresreit- und Fahrschule Krampnitz, Deutsches Reich, 1943. Ausbildung an der Heeresreit- und Fahrschule Krampnitz. Auf einem Platz werden Pferde vor Wagen gespannt. Vier- und zweispännige Wagen fahren auf dem Exerzierplatz. Ein Viererzug auf der Fahrt. Ausbildung einer Kavallerieabteilung im Springreiten. Verschiedene Hindernisse werden von Reiter und Pferd überwunden. Oberst Harald Momm, Kommandeur der Kavallerieschule, erfolgreicher Springreiter und Olympiasieger, reitet über einen Hindernisparcours. Ritt einer Einheit durchs Gelände.
7	7. Parteifunktionäre-Tagung im Führerhauptquartier, Rastenburg, Deutsches Reich, 1943. (Sprecher:) Versammlung der Reichsleiter, Gauleiter und Verbändeführer bei Adolf Hitler im Führerhauptquartier. Hitler empfängt die Sprecher ‚politischen Mitarbeiter‘ im Freien. Unter anderen sind Josef Goebbels, Gauleiter von Berlin-Brandenburg, Reichsjugendführer Arthur Axmann und der Reichsprotektor für Böhmen und Mähren Wilhelm Frick gekommen.
8	8. Tagung des Oberkommandos der Wehrmacht bei Hitler, Rastenburg, Ostpreußen, Preußen, Deutsches Reich, 1943. Eine Tagung des Oberkommandos der Wehrmacht (OKW) im Führerhauptquartier. Generalfeldmarschall Wilhelm Keitel, Chef des OKW, steigt aus dem Wagen. Großadmiral Karl Dönitz, Oberbefehlshaber der Kriegsmarine. Hitler trifft ein und begrüßt verschiedene Generale und Admirale. Unter den Besuchern ist auch Großadmiral Erich Raeder, Admiralinspekteur der Kriegsmarine.
9	9. Rückzug, Sowjetunion, 1943. Kartentrick: westliche Sowjetunion, Witebsk, Smolensk, Moskau, Brjansk, Kiew, Poltawa, Dnjepropetrowsk, Saporoshje, Dnjepr. Zerstörte industrielle Anlagen. Rauchsäulen über Trümmerwüsten. Sprengung verschiedener Anlagen und Gebäude. Brennende Häuser. Blick auf einen Fluss. Ziele werden mit Flak verschiedener Kaliber, Artillerie und Mörsern beschossen. Ein Feldpostpäckchen für Frontkämpfer (Schachtel) wird ausgepackt. Inhalt bestehend aus Tabakwaren der Marke ‚Juno‘ und Keksen ‚XOX KRAFT-KEKS‘. Artillerie wird bereitgemacht und feuert. Einschläge. Geschütze auf Selbstfahrlafette feuern. Nebelwerfer feuern. Rauchsäule am Horizont. Deutsche Panzer, Sturmgeschütze und Infanterie in Bewegung. Gefecht. Ein Verwundeter wird zurückgebracht. Artilleriefeuer. Einschläge. Panzer und Infanterie in Bewegung über Wiesen. Kämpfe.
10	10. Luftkrieg, Sowjetunion, 1943. Ein Verband deutscher Bomber vom Typ He 111 im Flug. Jagdflugzeuge in der Nähe der Bomber. Bordschützen feuern. Luftkampf. Der Propeller einer Maschine ist zerschossen. Bombenabwurf. Einschläge am Boden. Bilder aus einer Maschine. Explosionen.
