chapter	content
Vorfilm	"""Thomas"", gespielt von Will Dohm, prüft mit einer brennenden Kerze, ob seine Wohnung vorschriftsmäßig gegen Wärmeverlust isoliert ist - dem ""Kohlenklau"". Der Darsteller des Thomas untermalt seine Handlungen durch mündliche Erklärungen. Er überprüft nacheinander das Fenster, die Zimmertür und schließlich den Kachelofen. Bei letzterem bewegt sich die Kerze. Der Darsteller kniet mit einer Schürze bekleidet vor dem Ofen und schmiert etwas über die zugige Stelle. Er macht eine Geste, ein Spiegel erscheint in seiner Hand. Auf dem Glas des Spiegels erscheint die Trickfigur „Kohlenklau“."
1	1. Rüstungsindustrie, 1944. Der Chemiker Prof. Carl Krauch bei der Arbeit im Labor. Entwicklung einer synthetischen Faser. Industrielle Herstellung einer Faser, Aufrollen auf einer Spule und Prüfung durch Krauch.
2	2. Sport, Deutsches Reich, 1944. (Sprecher:) „In einem Städtewettkampf trafen die Frauen-Turnriegen aus Berlin und Dresden zusammen.“ Installation mit Schriftzügen: „100 Jahre ATV [Allgemeiner Turn-Verein], 1844, 1944“. Frauen turnen. Übungen am „Pferd“ und am Barren. (Sprecher:) „Die Dresdnerinnen gewannen den Wettkampf mit 636 zu 616 Punkten.“
3	"3. Theater, Berlin, Deutsches Reich, 1944. Das zerstörte Schiller-Theater von außen. Generalintendant Heinrich George spricht mit seinen Mitarbeitern über Improvisationen der weiteren Theaterarbeit (Original-Ton). Plakat: ""Täglich 16 Uhr Urfaust von Goethe, Inszenierung: Heinrich George, Ausstattung: Adolf Mahnke, Kostüme: Elisabeth von Aumüller, Bühnentechnik: Helmut Frank, Liste der Schauspieler mit Rolle"". Menschen strömen ins Theater, Schriftzug über dem Eingang: „Schiller-Theater Saal“. Szenenausschnitte aus Goethes ''Urfaust'' mit Horst Caspar und Will Quadflieg, Else Petersen und Erika Pelikowski (Original-Ton)."
4	4. Ehrung, Berlin, Deutsches Reich, 1944. (Sprecher:) „Reichsminister Dr. Goebbels empfängt in Berlin eine Abordnung von Offizieren und Soldaten, die an den schweren Kämpfen um die Stadt Cassino teilgenommen haben.“ (21.03.1944). Begrüßung der einzelnen Soldaten durch Goebbels. Goebbels im Gespräch mit Ritterkreuzträgern Oberst Bern von Baer und Hauptmann Müller. Veranstaltung in Berlin mit den in Cassino eingesetzten Soldaten, die vom Conférencier vorgestellt werden (Original-Ton). Klatschende und lachende Soldaten verschiedener Truppengattungen. Ein Soldat erzählt am Stehtisch seine Erlebnisse von Cassino (Orig.-Ton). Neben ihm Oberst von Baer.
5	5. Besetzung von Ungarn, 1944. (Sprecher:) „Deutsche Truppen treffen aufgrund gegenseitiger Verständigung in Ungarn ein.“ LKW, Panzer und Halbkettenfahrzeuge fahren auf durch Ortschaften. Begrüßung durch Bevölkerung, Kinder - steigen auf die Fahrzeuge der Wehrmacht. Ein Unteroffizier beschreibt Zettel („Autogramme“) und reicht sie an Jungen in seiner unmittelbaren Umgebung weiter. Deutsche Soldaten auf der „Fischer-Bastei“ in Budapest über der Donau.
6	6. Seekrieg, Deutsches Reich (?), 1944. Deutsche Kriegsschiffe auf See. (Sprecher:) „Eine Ausbildungsgruppe deutscher U-Boote in See.“ Ein mit Tarnmuster bemaltes („Ziel“-) Schiff Theoretischer Unterricht in der Schießlehre anhand eines einfachen Modells. Der Träger des Ritterkreuzes mit Eichenlaub Korvettenkapitän, Otto von Bülow kommt an Bord eines U-Bootes. Im Torpedoraum. Der „Schießlehrer“ Ritterkreuzträger Marquardt. Torpedoschießen auf ein Zielschiff. Die Unterwassermanöver. Übungskonvoi durch das Seerohr. Abschuss von Übungstorpedo. Besatzung des Zielschiffes meldet Trefferergebnisse (mit Kreide auf einer Tafel notiert). Die Übungstorpedos werden geborgen, an Bord geholt und in einer Werkstatt überprüft. U-Boote auf See.
7	7. Rückzug, Finnland, 1944. Kartentrick: Finnland, nordwestliche Sowjetunion: Barents-See, Murmanische Küste, Murmansk, Kandalakscha Bucht, Salla, Helsinki, Finnischer Meerb[usen], Leningrad. (Sprecher:) „An der finnischen Front, Schneesturm über der Tundra.“ Vermummter Soldat mit Schutzbrille. Zwei Pferde im Schnee. Ein PKW wird vom Schnee befreit. (Sprecher:) „Neue Stellungen werden ausgehoben.“ Soldaten schaufeln Schnee aus Gräben. Ein Schlitten bringt die Verpflegung bei Schneesturm nach vorn; Einsatz einer Schneefräse. (Sprecher:) „Finnische Lottas besuchen deutsche Soldaten und bringen ihnen Marketenderware.“ Soldaten trinken Kaffee in einem Blockhaus. (Sprecher:) „Wachablösung in den Stützpunkten an der Liza.“ [Fluss Liza bei Murmansk] Verschneites Stellungssystem an einem Fluss.
8	8. Jubiläum, Sowjetunion, 1944. Kartentrick: Westliche Sowjetunion: Newel, Witebsk, Moskau, Shitomir, Kirowograd, Nikopol, Dnjepr.“ (Sprecher:) „Generalfeldmarschall [Ernst] Busch, Führer einer Heeresgruppe im Osten, feiert sein 40jähriges Militärjubiläum.“ Hissen der Fahne und Blasen von Salut. Busch kommt aus seinem Quartier und begrüßt eine Soldatenabordnung.
9	9. Rückzug, Sowjetunion, 1944. (Sprecher:) „Der Kampf in den Pripjet-Sümpfen.“ Soldat mit Panzerabwehrkanone an einem Wasserlauf. Soldaten bewegen sich durch Gräben. Ein Soldat raucht eine Zigarette, Soldaten trinken aus Leuchtpatronenhülsen einen Schnaps. Ein Trupp Soldaten bewegt sich durch Waldgelände. Granatwerferfeuer. Sturzkampfflugzeuge Ju 87 am Himmel in Formation. Explosionen am Boden.
10	"10. Rückzug, Italien, 1944. Kartentrick, Frankreich/Italien: Venedig, Genua, Rom, Aprilia, Nettuno, Cassino, Korsika, Sardinien. (Sprecher:) „Der Kampf um Cassino hält seit Wochen die Welt in Atem.“ Zerstörter Straßenzug. Soldaten bauen in den Ruinen Holzstützen ein. Ruinen. Schild: ""Feindeinsicht! Ohne Licht fahren!"" Generalfeldmarschall Albert Kesselring besucht Generalleutnant Richard Heidrich (Träger des Ritterkreuzes mit Schwertern und Eichenlaub) (Sprecher). Schild: ""500m Parkverbot. Artilleriebeschuss."" Fallschirmjäger. Explosionen am Horizont. Aufnahmen der Zerstörungen im Kloster Monte Cassino. Fallschirmjäger in Ruinen von Gebäuden. Ein Artilleriebeobachter. Artillerie (oder Flak?) feuert. Explosionen. Einsatz von Raketenwerfern. Fallschirmjäger im Gefecht. Ein Verwundeter wird zurückgebracht. Straßen- und Häuserkämpfe in Süditalien aus alliierter Sicht (erbeutetes Filmmaterial)."
