chapter	content
1	1. Beisetzung des Sanitätsinspektors Generaloberstabsarzt Anton Waldmann am 30.03.1941 in München, Deutsches Reich, 1941 Staatsakt mit Trauerzug: berittene Einheiten durch München; grüßende Bevölkerung am Straßenrand. Die Trauerfeier auf dem Brunnenplatz: Sarg mit Hakenkreuzfahne; Wachsoldaten stehen Spalier. Der Befehlshaber des Ersatzheeres Generaloberst Friedrich Fromm spricht den Hinterbliebenen sein Beileid aus und legt den Kranz Hitlers nieder; Fromm und Offiziere nehmen mit militärischem Gruß Abschied. Der Sarg mit Säbel und Stahlhelm.
2	2. Wehrmachtsparade auf dem Wenzelsplatz in Prag, Reichsprotektorat Böhmen und Mähren, 1941 Parade anlässlich des zweijährigen Bestehens des Reichsprotektorats Böhmen und Mähren: Reichsprotektor Konstantin Freiherr von Neurath nimmt die Parade der vorbeiziehenden Einheiten der Wehrmacht auf dem Wenzelsplatz in Prag ab. Anwesend sind: Gauleiter des Sudetenlandes Konrad Henlein, Reichsleiter Alfred Rosenberg, Staatssekretär Karl Hermann Frank und Staatspräsident Emil Hácha. Zuschauer und Bevölkerung am Straßenrand; Jungen sitzen, das Geschehen beobachtend, im Baum und auf einer Litfaßsäule. Impressionen: fotografierender Soldat; Junge mit Stahlhelm in Nahaufnahme. Fahrzeuge rollen vorüber: darunter Panzer II und III, ein Halbkettenfahrzeug mit schwere Feldhaubitze (15 cm leFH 18) und eine lange Panzerkolonne.
3	3. Parade des slowakischen Heeres anlässlich des zweiten Jahrestages der slowakischen Staatsgründung in Preßburg, Slowakischer Staat, 1941 Formationen des slowakischen Heeres paradieren an Staatspräsident Jozef Tiso vorbei: darunter Fahnenträger, Infanterie, Musikkorps und Kavallerie. Vorbeimarsch in Anwesenheit des deutschen Botschafters Herbert von Richthofen und des ehemaligen Zaren Ferdinand von Bulgarien auf einer Ehrentribüne. Der Aufmarschplatz. Kettenfahrzeug mit 8,8 cm Flak und Panzer 38(t) ziehen vorbei.
4	4. Erdölbohrungen durch die Firma Preussag im Generalgouvernement, 1941 Bohrturm mit Schild: „Preussag Bohrverwaltung Hannover“. Arbeiter führen Drehbewegungen aus und setzen neue Bohrung. Zughaken, Bohrgestänge, Pumpenantriebsbock und sprudelnde Ölpumpe; Rohöl wird in ein Fass abgefüllt. Eine Ölraffinerie. Tankwagen der Reichsbahn werden mit Erdöl befüllt. Abfahrender Tankwagen-Zug.
5	5. Umsiedlung von „Bessarabien-Deutschen“ auf Bauernhöfe im Reichsgau Danzig-Westpreußen, 1941 Ein Personenzug mit deutschen Umsiedlern fährt ein, Musikkorps spielt dazu. Empfang und Begrüßung am Zug durch deutschen SS-Offizier. Familien mit Kindern am Bahnsteig. Verladen des Gepäcks auf einen Lkw. Räume des Aussiedlungsstabes der SS: Offizier am Schreibtisch mit Umsiedlern bei der Erledigung von Formalitäten; Wandkarten der Kreise Strasburg und Briesen. Verteilung von Bauernhöfen auf einer Karte. Eine Familie fährt mit Pferdewagen durch schneebedeckte Landschaft zur Besichtigung ihres neuen Bauernhofes. Empfang am Eingang des Hofes von deutschen Offizieren. Die Familie beim Kaffeetrinken am Tisch.
6	6. „Deutsche Flüchtlinge“ aus Jugoslawien auf einem Donaudampfer nach Wien, Ostmark, 1941 „Deutsche Familien“ aus Jugoslawien an Deck des Donaudampfers an der serbischen Grenze. Einzelne Personen, beim Zeitungslesen und Schlafen. Kinder, darunter ein Säugling, werden von Schwestern der Nationalsozialistischen Volkswohlfahrt (NSV) betreut. Ausgabe von Suppe; Mahlzeiten werden zu sich genommen; essende Kinder. Ankunft des Dampfers in Wien und Empfang durch die winkende Bevölkerung. Menschen gehen mit Gepäckstücken über den Anleger von Bord.
7	7. Dienstverpflichtete junge Frauen in einem mitteldeutschen Rüstungsbetrieb beim Bau von Uhrwerkzündern, Deutsches Reich, 1941 Kolonne von dienstverpflichteten Mädchen und Frauen auf dem Wege zu ihren Arbeitsstätten im Winter; Schneeballschlacht. Arbeiterinnen und Arbeiter am Werkstor eines Rüstungsbetriebes; Dienstausweise werden vorgezeigt. Herstellung von Uhrwerkzündern in einer geschmückten Werkstatt: junge Frauen arbeiten an Werktischen mit Präzisionswerkzeugen. Kontrolle der fertiggestellten Uhrwerke an einem Prüfgerät mit Pendel. Uhrmacherin mit Okular und Schraubenzieher bei der Arbeit. Köche in der Betriebsküche: Suppe wird in riesigen Bottichen mit Schöpfkellen umgerührt und gewürzt. Abfüllung in Schüsseln. Mädchen beim Schöpfen und Essen der Suppe am Mittagstisch in der Kantine. Angestellte bei der Zeitungslektüre.
8	8. 250-jähriges Jubiläum des Braunschweiger Staatstheaters auf Burg Dankwarderode, Deutsches Reich, 1941 Der Burgplatz mit dem Braunschweiger Löwen und die Fassade der Burg Dankwarderode. Kulturpolitische Kundgebung im Rittersaal mit Kronleuchtern und Hakenkreuzfahnen: es spricht Reichsdramaturg Dr. Rainer Schlösser vor Ehrengästen. Rednerpult und Publikum aus verschiedenen Perspektiven (u.a. von Empore aus). Theaterausstellung im Herzog Anton Ulrich-Museum. Rundgang durch die Ausstellung mit dem Gauleiter Südhannover-Braunschweig Hartmann Lauterbacher. Modelle und Entwürfe von Bühnenbildern.
9	9. Propagandaminister Goebbels verleiht dem Schauspieler Emil Jannings den Ehrenring des deutschen Films, Berlin, Deutsches Reich, 1941 Reichspropagandaminister Joseph Goebbels empfängt und begrüßt in seinem Dienstzimmer den Schauspieler Emil Jannings und überreicht ihm den neugestifteten Ehrenring des deutschen Films, anlässlich seiner Hauptrolle in dem Film „Ohm Krüger“.
10	10. Bildhauer Fritz Klimsch bei der Arbeit im Atelier und seine Ausstellung vom 22.02. – 23.03.1941, Deutsches Reich/Danzig, Reichsgau Danzig-Westpreußen, 1941 Der Bildhauer bei der Arbeit in seinem Atelier. Modellieren eines Mädchenkopfes: letzte Arbeiten mit Fäustel und Meißel an der Marmorstatue eines weiblichen Aktes in verschiedenen Einstellungen. Ansicht der Altstadt von Danzig. Ausstellung „Fritz Klimsch, ein Bildhauer unserer Zeit“ vom 22.02 – 23.03.1941 in Danzig. Rundgang durch die Ausstellung. Prof. Klimsch erklärt verwundeten Soldaten seine Werke. Einzelne Plastiken und Statuen; Büste u.a. von Max Slevogt, Selbstbildnis von Klimsch.
