chapter	content
1	1. Veranstaltung, München, Deutschland, 1941. Versammlung der NSDAP am Abend des 8. November 1941 im großen Saal des Münchner Löwenbräukellers. Unter den Anwesenden Reichsorganisationsleiter der NSDAP, Viktor Lutze, Stabschef der SA, Reichsstatthalter Franz von Epp, Reichsminister und Generalgouverneur Hans Frank. Jakob Grimminger mit der „Blutfahne“ der NSDAP. Adolf Hitler erscheint und wird begrüßt, u. a. von SS-Obergruppenführer Max Amann, hinter Hitler der Reichsminister für Bewaffnung und Munition Fritz Todt und Staatssekretär Karl Hermann Frank. Hitler spricht, klatschende Zuhörer. Unter den Zuhörern der Leiter der Parteikanzlei Martin Bormann und Gauleiter von München-Oberbayern Adolf Wagner.
2	2. Gedenkfeier, München, Deutsches Reich, 1941. Gedenkfeier in München für die Opfer des Hitlerputsches am 9. November 1923. Kranzniederlegung an der Feldherrnhalle durch Gauleiter von München-Oberbayern Adolf Wagner. Abordnungen der Wehrmacht, der „Alten Garde“ (Sprecher) und der Parteiorganisation treten auf dem „königlichen Platz“ zum Gedenken an. Kranzniederlegung an den Gräbern in der Ewigen Wache durch Wagner. Generaloberst Friedrich Fromm grüßend.
3	3. Flugabwehr, Belgien/Frankreich, 1941. Nachtalarm bei einer Flakbatterie an der Kanalküste (Sprecher). Flakbeschuss von Leuchtbomben und Zielen, Abschuss eines Flugzeuges. Brennendes Flugzeugwrack. Abschussliste einer Flakbatterie. Sammelplatz für Flugzeugwracks. Verladen und Abtransport des Schrotts mit Eisenbahnwaggons zur weiteren Verwertung.
4	"4. Verlegung und Räumung von Seeminen, Deutsches Reich, 1941. Nachrichtenzentrale des Marine-Gruppenkommandos Nord in Wilhelmshaven-Sengwarden. Matrosen beim Telegraphieren. Lagebesprechung des Generaladmirals Rolf Carls mit seinen Admiralstabsoffizieren. In einem Marine-Sperrzeugamt werden Seeminen klargemacht. Transport der Minen zum Einsatzhafen mit einer Feldbahn. Ein Matrose schreibt auf eine Mine ""Wohl bekomm's"". Einrichten einer Minensperre in der Ostsee (Sprecher). Brücke und Maschinenraum. Abwehr eines sowjetischen Fliegerangriffs mit Bord-Flak. Räumboote säubern die Küstengewässer bei Dagö (Sprecher) von Minen, Minendetonationen im Wasser."
5	5. Finnische Frauen im Krieg, Sowjetunion, 1941. Kartentrick: Finnland, Sowjetunion, Finnischer Meerbusen, Kandalakscha Bucht, Ladoga See, Onega See, Leningrad, Petroskoi (Äänislinna). Finnische „Lottas“ (Frauen Hilfs-Korps „Lotta Svard“) beim Flugsicherungsdienst. Beobachtung des Himmels mit dem Feldstecher. Verpflegungstransport mit Zugmaschine und Gleitschlitten. Bei der Essensausgabe. Lottas beim Sanitätsdienst. Einer Blutspenderin wird Blut abgenommen. Auszeichnung von Lottas mit einer Spange.
6	6. Zwangsarbeit, Sowjetunion, 1941. Einsatz sowjetischer Kriegsgefangener zum Bau von Straßen und Winterquartieren hinter der finnischen Front (Sprecher). Anmarsch zur Arbeitsstätte. Die Gefangenen bei schwerer körperlicher Arbeit.
7	7. Amphibische Operation, Sowjetunion, 1941. Angriff finnischer Truppen auf eine Insel im Onega-See. Beschuss von Zielen mit Handfeuerwaffen von einem Boot aus. Stoßtrupps dringen in das Innere vor, Gefecht.
8	8. Fischfang, Ilmensee, Sowjetunion, 1941. Fischfang auf dem Ilmensee, südlich von Leningrad. Fischer fahren in ihren Booten auf den See hinaus, hohlen die Netze ein. Verkauf von Fischen an deutsche Soldaten. Preisangabe und Verständigung mittels Rechenschieber.
9	"9. Deutsche Propaganda, Sowjetunion, 1941. Ein deutscher Soldat verteilt die NS- Zeitung ""Prawda"" an die Bevölkerung in einer besetzten Ortschaft. Verschiedene Zeitung lesende Zivilisten. Ein Aufruf an die Bauern (deutsch und russisch) wird angeschlagen. Deutsche Offiziere auf einer Versammlung russischer Bauern zur Besprechung der Bewirtschaftung der Felder."
10	10. Wintereinbruch, Sowjetunion, 1941. In einer Heeresbekleidungsstelle. Ein Lager voller Kleidung, Uniformen und Wollsachen für den Winter, Schilder mit Angaben riesiger Mengen an Kleidung, beispielsweise „100000 Mäntel“. RAD (Reichsarbeitsdienst) und Baukompanien beim Bau von Holzhäusern als Winterquartiere. Aufwärmen am Lagerfeuer in einer Arbeitspause.
