chapter	content
1	1. Sportwettkampf, Wien, annektiertes Österreich, 1943. Deutsche Meisterschaften im Gewichtheben in Wien. Wettkampfaufnahmen. Die Sieger beim Stemmen der Gewichte, auch im Bild der Olympiasieger Rudi Ismayr.
2	2. Sportwettkampf, Berlin-Grünau, Deutsches Reich, 1943. Vierte Deutsche Kriegskanumeisterschaften im Kanuwettbewerb in Berlin-Grünau. Entscheidung im Einerkajak. Viererkajak der Frauen. Zehnerkanadier der Hitler-Jugend.
3	3. Kriegsmarine, Stralsund, Deutsches Reich, 1943. Besichtigung des Marineschulschiffes ´Horst Wessel´ durch Großadmiral Karl Dönitz und Reichsjugendführer Arthur Axmann. Dönitz spricht mit einigen Jungen der Marine-HJ. Ruderwettkampf der Marine-Hitlerjungen.
4	4. Seekrieg, unbekannter Ort, 1943. Rückkehr des U-Bootes des Korvettenkapitäns Wolfgang Lüth vom Einsatz. Einlaufen im Stützpunkt. Nahaufnahme Lüths. Begrüßung der Mannschaft. Lüth erhält als erster U-Bootkommandant das Eichenlaub mit Schwertern und Brillanten.
5	5. Rückwärtige Sicherung, Dnjepr, Sowjetunion, 1943. Fahrzeuge der deutschen Wasserschutzpolizei im Dienst auf dem Fluss Dnjepr. Ein Dnjepr-Schiff, ein Floß und ein Kahn werden kontrolliert. Lange Schleppzüge – Zugschiff mit aneinander geketteten Transportkähnen – transportieren Güter auf einem Wasserweg.
6	6. Getreideernte, Ukraine, Sowjetunion, 1943. Getreideernte in der Ukraine mit Hilfe von Pferdegespannen und mechanischen Erntemaschinen. Bündeln und Dreschen des Korns. Moderne Mähdrescher und Dreschkästen bei der Arbeit auf riesigen Kornfeldern mit vormodernen Windmühlen.
7	7. Rekrutierung für die Waffen-SS, Wien, annektiertes Österreich, 1943. Sprecher: „Ankunft junger Volksdeutscher aus Siebenbürgen“ auf dem Bahnhof. Güterwaggons mit nationalsozialistischen Parolen und SS-Runen, aus den Waggons winken Männer in die Kamera. Ortsnamen „Kronstadt“ und „Hermannstadt“ sind im Bild zu lesen. Sprecher: „Sie haben sich freiwillig zur Waffen-SS gemeldet.“ Sie werden von SS-Obergruppenführer und General der Waffen-SS Gottlob Berger gemustert.
8	8. Freizeitgestaltung der Besatzungssoldaten, Griechenland, 1943. Deutsche Soldaten in Tropen-Uniformen bei einem Eselrennen am Strand und beim Boxen, der ´Schiedsrichter´ wird in das Meer geworfen. Eine Meeresschildkröte wird gefangen. Soldaten mit einem Amphibienfahrzeug (Schwimmwagen) auf dem Meer. Schwimmende Männer.
9	9. Soldatenleben hinter der Kampflinie, Sowjetunion, 1943. Während der Freizeitgestaltung: Baden der Soldaten an einer Mühle im Bach, Fahrt mit einem selbstkonstruierten Boot mit mechanischem Antrieb. Ein Soldat flickt einen Strumpf mit Nadel und Faden. Soldaten lecken mit der Zunge Briefumschläge. Ein Friseur. Soldaten beim Kochen und Essen im Feld. Zahme Wildvögel werden mit dem Löffel gefüttert. Soldaten bei der Fußpflege und beim Waffenreinigen. Deutsche Fahrzeuge fahren durch tiefen Schlamm. Deutscher Nachschub mit Pferdefuhrwerken.
10	10. Belagerung von Leningrad, Ladogasee, Sowjetunion, 1943. Deutsche Artilleriegeschütze werden südlich des Ladogasees in Stellung gebracht. Beschuss der deutschen Artillerie. Infanteristen munitionieren auf und beziehen im Gefechtsrauch Stellung. Kämpfe in einem Waldgebiet. Ein Panzerkampfwagen VI (Tiger) unterstützt den Infanterieangriff. Gefecht vor den sowjetischen Bunkern. Sowjetische Soldaten kommen heraus und werden gefangen genommen. Transport eines deutschen Verwundeten mit einer Trage.
11	11. Rückzugsoperation, Orel, Sowjetunion, 1943. Deutscher Rückzug im Raum Orel. Viele Einheimische ziehen mit ihrer Habe und ihrem Vieh mit den deutschen Truppen. Zerstörung der zurückgelassenen militärischen Anlagen. Sprengung von Telefonmasten und Eisenbahngleisen, Soldaten beim Anbringen der Sprengladungen. Zerstörung der Brücken von Orel und einzelner Gebäude. Zurückziehende deutsche Infanterie. Beziehen eines frisch ausgehobenen Schützengrabens. Infanteriekämpfe, Soldat der Waffen-SS am Feldtelefon. Betreuung von Verwundeten durch Sanitätspersonal der Waffen-SS. Zigarettenpause. Ein Soldat der Waffen-SS wird im Feld mit dem Eisernen Kreuz ausgezeichnet.
12	12. Abwehrschlacht am Fluss Mius, Ukraine, Sowjetunion, 1943. Zerstörte sowjetische Panzer. Gefallene. Deutsche Soldaten beim Essen in Erdstellungen. Sturzkampfflugzeuge (Ju 87) werfen Bomben über sowjetischen Erdzielen ab. Explosionen. Erbeutete sowjetische Salvengeschütze Typ ‚Stalinorgel‘. Deutsche Panzerkampfwagen IV und Sturmgeschütze greifen an. Kampf aller Waffengattungen zwischen blühenden Feldern. Einschläge, Explosionen. Ein nicht genannter General am Feldtelefon. Ein Nebelwerfer wird geladen, Batterie feuert, Raketenabschüsse bei Tag und Nacht.
